Model Full,Displ,Cyl,Trans,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Make,Model
LAND ROVER Discovery MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,19,25,22,5,No,415,LAND,ROVER Discovery MHEV
LAND ROVER Discovery Sport,2,4,SemiAuto-9,4WD,Gasoline,small SUV,7,19,23,20,4,No,437,LAND,ROVER Discovery Sport
LAND ROVER New Range Rover,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,5,16,21,18,4,No,508,LAND,ROVER New Range Rover
LAND ROVER New Range Rover LWB,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,5,16,21,18,4,No,505,LAND,ROVER New Range Rover LWB
LAND ROVER New Range Rover P360 LWB MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,26,21,4,No,427,LAND,ROVER New Range Rover P360 LWB MHEV
LAND ROVER New Range Rover P360 MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,26,21,4,No,427,LAND,ROVER New Range Rover P360 MHEV
LAND ROVER New Range Rover P400 LWB MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,26,21,4,No,427,LAND,ROVER New Range Rover P400 LWB MHEV
LAND ROVER New Range Rover P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,26,21,4,No,427,LAND,ROVER New Range Rover P400 MHEV
LAND ROVER New Range Rover P440 PHEV,3,6,SemiAuto-8,4WD,Gasoline/Electricity,standard SUV,7,19/48,24/55,21/51,10,Yes,107,LAND,ROVER New Range Rover P440 PHEV
LAND ROVER New Range Rover Sport,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,5,16,21,18,4,No,508,LAND,ROVER New Range Rover Sport
LAND ROVER New Range Rover Sport P360 MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,19,26,22,5,No,409,LAND,ROVER New Range Rover Sport P360 MHEV
LAND ROVER New Range Rover Sport P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,18,26,21,4,No,427,LAND,ROVER New Range Rover Sport P400 MHEV
LAND ROVER New Range Rover Sport P440 PHEV,3,6,SemiAuto-8,4WD,Gasoline/Electricity,standard SUV,7,19/48,24/55,21/51,10,Yes,107,LAND,ROVER New Range Rover Sport P440 PHEV
LAND ROVER Range Rover Evoque,2,4,SemiAuto-9,4WD,Gasoline,small SUV,7,20,27,22,5,No,398,LAND,ROVER Range Rover Evoque
LAND ROVER Range Rover Evoque MHEV,2,4,SemiAuto-9,4WD,Gasoline,small SUV,7,21,26,23,5,No,393,LAND,ROVER Range Rover Evoque MHEV
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,20,26,23,5,No,393,LAND,ROVER Range Rover Velar
LAND ROVER Range Rover Velar P340 MHEV,3,6,SemiAuto-8,4WD,Gasoline,small SUV,7,20,26,22,5,No,399,LAND,ROVER Range Rover Velar P340 MHEV
LAND ROVER Range Rover Velar P400 MHEV,3,6,SemiAuto-8,4WD,Gasoline,small SUV,7,19,25,21,4,No,426,LAND,ROVER Range Rover Velar P400 MHEV
LEXUS ES 250,2.5,4,SemiAuto-8,4WD,Gasoline,midsize car,6,25,34,28,6,No,315,LEXUS,ES 250
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,midsize car,7,43,44,44,8,Yes,201,LEXUS,ES 300h
LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,No,346,LEXUS,ES 350
LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5,22,31,25,5,No,352,LEXUS,ES 350 F Sport
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,19,16,3,No,542,LEXUS,GX 460
LEXUS IS 300,2,4,SemiAuto-8,2WD,Gasoline,small car,5,21,31,25,5,No,355,LEXUS,IS 300
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,small car,5,19,26,22,5,No,407,LEXUS,IS 300
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,small car,5,19,26,22,5,No,407,LEXUS,IS 350
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,small car,5,20,28,23,5,No,385,LEXUS,IS 350
LEXUS IS 500,5,8,SemiAuto-8,2WD,Gasoline,small car,5,17,25,20,4,No,451,LEXUS,IS 500
LEXUS LC 500,5,8,SemiAuto-10,2WD,Gasoline,small car,5,16,25,19,4,No,473,LEXUS,LC 500
LEXUS LC 500 Convertible,5,8,SemiAuto-10,2WD,Gasoline,small car,5,15,25,18,4,No,489,LEXUS,LC 500 Convertible
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,small car,7,26,33,29,6,No,304,LEXUS,LC 500h
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,midsize car,5,18,29,22,5,No,405,LEXUS,LS 500
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,midsize car,5,17,27,21,4,No,432,LEXUS,LS 500
LEXUS LS 500h,3.5,6,SCV-10,2WD,Gasoline,midsize car,7,22,29,25,5,No,358,LEXUS,LS 500h
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,midsize car,7,22,29,25,5,No,358,LEXUS,LS 500h
LEXUS LX 600,3.4,6,SemiAuto-10,4WD,Gasoline,standard SUV,5,17,22,19,4,No,478,LEXUS,LX 600
LEXUS NX 250,2.5,4,SemiAuto-8,2WD,Gasoline,small SUV,6,26,33,28,6,No,311,LEXUS,NX 250
LEXUS NX 250,2.5,4,SemiAuto-8,4WD,Gasoline,small SUV,6,25,32,28,6,No,318,LEXUS,NX 250
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,small SUV,7,22,28,25,5,No,358,LEXUS,NX 350
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,small SUV,7,22,29,25,5,No,356,LEXUS,NX 350
LEXUS NX 350h,2.5,4,SCV-6,4WD,Gasoline,small SUV,7,41,37,39,7,Yes,225,LEXUS,NX 350h
LEXUS NX 450h+,2.5,4,SCV-6,4WD,Gasoline/Electricity,small SUV,7,38/93,33/75,36/84,10,Yes,87,LEXUS,NX 450h+
LEXUS RC 300,2,4,SemiAuto-8,2WD,Gasoline,small car,5,21,31,25,5,No,355,LEXUS,RC 300
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,small car,5,19,26,22,5,No,407,LEXUS,RC 300
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,small car,5,19,26,22,5,No,407,LEXUS,RC 350
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,small car,5,20,28,23,5,No,385,LEXUS,RC 350
LEXUS RC F,5,8,SemiAuto-8,2WD,Gasoline,small car,5,16,24,19,4,No,459,LEXUS,RC F
LEXUS RX 350,2.4,4,SemiAuto-8,2WD,Gasoline,small SUV,7,22,29,25,5,No,353,LEXUS,RX 350
LEXUS RX 350,2.4,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,28,24,5,No,371,LEXUS,RX 350
LEXUS RX 350h,2.5,4,SCV-6,4WD,Gasoline,small SUV,7,37,34,36,7,Yes,243,LEXUS,RX 350h
LEXUS RX 500h,2.4,4,SCV-6,4WD,Gasoline,small SUV,7,27,28,27,5,No,326,LEXUS,RX 500h
LEXUS UX 250h,2,4,SCV-6,2WD,Gasoline,small car,7,43,41,42,8,Yes,209,LEXUS,UX 250h
LEXUS UX 250h,2,4,SCV-6,4WD,Gasoline,small car,7,41,38,39,7,Yes,225,LEXUS,UX 250h
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,standard SUV,5,18,26,21,4,No,424,LINCOLN,Aviator
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,standard SUV,5,16,24,19,4,No,466,LINCOLN,Aviator
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,standard SUV,5,17,24,20,4,No,451,LINCOLN,Aviator
LINCOLN Aviator PHEV,3,6,SemiAuto-10,4WD,Gasoline/Electricity,standard SUV,7,22/54,25/58,23/56,8,Yes,209,LINCOLN,Aviator PHEV
LINCOLN Corsair,2,4,SemiAuto-8,2WD,Gasoline,small SUV,7,22,30,25,5,No,356,LINCOLN,Corsair
LINCOLN Corsair,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,28,24,5,No,374,LINCOLN,Corsair
LINCOLN Corsair PHEV,2.5,4,CVT,4WD,Gasoline/Electricity,small SUV,8,34/86,32/69,33/78,10,Yes,121,LINCOLN,Corsair PHEV
LINCOLN Nautilus,2,4,Auto-8,4WD,Gasoline,small SUV,6,20,25,22,5,No,404,LINCOLN,Nautilus
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,small SUV,6,20,25,22,5,No,404,LINCOLN,Nautilus
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,small SUV,5,19,25,21,4,No,421,LINCOLN,Nautilus
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,standard SUV,6,16,23,19,4,No,468,LINCOLN,Navigator
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,standard SUV,6,17,23,19,4,No,462,LINCOLN,Navigator
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,6,15,21,17,3,No,510,LINCOLN,Navigator
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,standard SUV,6,16,22,18,4,No,498,LINCOLN,Navigator
LINCOLN Nuatilus,2,4,Auto-8,2WD,Gasoline,small SUV,6,21,26,23,5,No,386,LINCOLN,Nuatilus
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,Gasoline,small SUV,6,21,26,23,5,No,387,LINCOLN,Nuatilus
MASERATI Ghibli GT,3,6,Auto-8,2WD,Gasoline,midsize car,3,18,25,20,4,No,436,MASERATI,Ghibli GT
MASERATI Ghibli Modena,3,6,Auto-8,2WD,Gasoline,midsize car,3,18,25,20,4,No,436,MASERATI,Ghibli Modena
MASERATI Ghibli Modena,3,6,Auto-8,4WD,Gasoline,midsize car,3,17,25,20,4,No,457,MASERATI,Ghibli Modena
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,midsize car,1,13,20,16,3,No,560,MASERATI,Ghibli Trofeo
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,midsize car,3,13,20,16,3,No,560,MASERATI,Ghibli Trofeo
MASERATI Grecale GT,2,4,Auto-8,4WD,Gasoline,small SUV,5,22,29,25,5,No,351,MASERATI,Grecale GT
MASERATI Grecale Modena,2,4,Auto-8,4WD,Gasoline,small SUV,5,22,29,25,5,No,351,MASERATI,Grecale Modena
MASERATI Grecale Trofeo,3,6,Auto-8,4WD,Gasoline,small SUV,5,18,25,20,4,No,432,MASERATI,Grecale Trofeo
MASERATI Levante GT,3,6,Auto-8,4WD,Gasoline,standard SUV,3,16,22,18,4,No,495,MASERATI,Levante GT
MASERATI Levante Modena,3,6,Auto-8,4WD,Gasoline,standard SUV,3,16,22,18,4,No,495,MASERATI,Levante Modena
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,standard SUV,1,13,20,16,3,No,562,MASERATI,Levante Modena V8
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,standard SUV,3,13,20,16,3,No,562,MASERATI,Levante Modena V8
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,standard SUV,1,13,20,16,3,No,562,MASERATI,Levante Trofeo
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,standard SUV,3,13,20,16,3,No,562,MASERATI,Levante Trofeo
MASERATI MC20,3,6,SemiAuto-8,2WD,Gasoline,small car,5,15,25,18,4,No,474,MASERATI,MC20
MASERATI MC20 Spyder,3,6,SemiAuto-8,2WD,Gasoline,small car,5,15,25,18,4,No,482,MASERATI,MC20 Spyder
MASERATI Quattroporte GT,3,6,Auto-8,2WD,Gasoline,large car,3,16,25,19,4,No,453,MASERATI,Quattroporte GT
MASERATI Quattroporte Modena,3,6,Auto-8,2WD,Gasoline,large car,3,16,25,19,4,No,453,MASERATI,Quattroporte Modena
MASERATI Quattroporte Modena,3,6,Auto-8,4WD,Gasoline,large car,3,17,25,20,4,No,457,MASERATI,Quattroporte Modena
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,large car,1,13,20,16,3,No,560,MASERATI,Quattroporte Trofeo
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,large car,3,13,20,16,3,No,560,MASERATI,Quattroporte Trofeo
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,small car,7,28,36,31,6,No,287,MAZDA,3
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,midsize car,7,26,36,30,6,No,296,MAZDA,3
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,midsize car,7,27,35,30,6,No,292,MAZDA,3
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,small car,7,28,37,31,6,No,287,MAZDA,3
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,midsize car,7,26,33,29,6,No,311,MAZDA,3
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,small car,7,26,35,30,6,No,301,MAZDA,3
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,midsize car,5,23,31,26,5,No,337,MAZDA,3
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,small car,5,23,32,27,5,No,334,MAZDA,3
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,7,26,33,29,6,No,309,MAZDA,CX-30
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,5,22,30,25,5,No,353,MAZDA,CX-30
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,7,24,30,26,5,No,337,MAZDA,CX-5 4WD
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,5,22,27,24,5,No,370,MAZDA,CX-5 4WD
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,7,24,30,27,5,No,335,MAZDA,CX-50
MAZDA CX-50,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,23,29,25,5,No,356,MAZDA,CX-50
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,5,20,26,23,5,No,392,MAZDA,CX-9
MAZDA MX-5,2,4,Man-6,2WD,Gasoline,small car,3,26,34,29,6,No,305,MAZDA,MX-5
MAZDA MX-5,2,4,SemiAuto-6,2WD,Gasoline,small car,3,26,35,30,6,No,299,MAZDA,MX-5
McLAREN Artura,3,6,AMS-8,2WD,Gasoline/Electricity,small car,6,17/37,21/41,18/39,6,No,319,McLAREN,Artura
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,small car,5,18,27,21,4,No,413,MERCEDES-BENZ,AMG C43 4Matic
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,small car,5,18,28,22,5,No,412,MERCEDES-BENZ,AMG C43 4Matic
MERCEDES-BENZ AMG C63 S,4,8,Auto-9,2WD,Gasoline,small car,5,16,24,19,4,No,461,MERCEDES-BENZ,AMG C63 S
MERCEDES-BENZ AMG CLA 35 4Matic,2,4,AutoMan-7,4WD,Gasoline,small car,5,21,29,24,5,No,373,MERCEDES-BENZ,AMG CLA 35 4Matic
MERCEDES-BENZ AMG CLA45 4Matic,2,4,AutoMan-8,4WD,Gasoline,small car,3,20,28,23,5,No,388,MERCEDES-BENZ,AMG CLA45 4Matic
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,midsize car,6,21,29,24,5,No,364,MERCEDES-BENZ,AMG E 53 4Matic+
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,small car,6,20,27,23,5,No,388,MERCEDES-BENZ,AMG E 53 4Matic+
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4WD,Gasoline,small car,6,20,28,23,5,No,383,MERCEDES-BENZ,AMG E 53 4Matic+
MERCEDES-BENZ AMG E63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,midsize car,5,16,24,19,4,No,474,MERCEDES-BENZ,AMG E63 S 4Matic+
MERCEDES-BENZ AMG E63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,station wagon,5,16,24,19,4,No,470,MERCEDES-BENZ,AMG E63 S 4Matic+
MERCEDES-BENZ AMG G63 4x4 Squared,4,8,Auto-9,4WD,Gasoline,standard SUV,3,10,12,11,1,No,817,MERCEDES-BENZ,AMG G63 4x4 Squared
MERCEDES-BENZ AMG GLA35 4Matic,2,4,AutoMan-8,4WD,Gasoline,station wagon,5,22,29,25,5,No,358,MERCEDES-BENZ,AMG GLA35 4Matic
MERCEDES-BENZ AMG GLA45 4Matic,2,4,AutoMan-8,4WD,Gasoline,station wagon,3,20,25,22,5,No,407,MERCEDES-BENZ,AMG GLA45 4Matic
MERCEDES-BENZ AMG GLB35 4Matic,2,4,AutoMan-8,4WD,Gasoline,station wagon,5,21,27,23,5,No,382,MERCEDES-BENZ,AMG GLB35 4Matic
MERCEDES-BENZ AMG GLC43 4Matic,3,6,Auto-9,4WD,Gasoline,small SUV,5,17,24,20,4,No,444,MERCEDES-BENZ,AMG GLC43 4Matic
MERCEDES-BENZ AMG GLE 53 4Matic+,3,6,Auto-9,4WD,Gasoline,standard SUV,6,17,21,19,4,No,471,MERCEDES-BENZ,AMG GLE 53 4Matic+
MERCEDES-BENZ AMG GLE 53 4Matic+,3,6,Auto-9,4WD,Gasoline,standard SUV,6,18,22,19,4,No,456,MERCEDES-BENZ,AMG GLE 53 4Matic+
MERCEDES-BENZ AMG GLE63 4Matic+,4,8,Auto-9,4WD,Gasoline,standard SUV,5,15,19,17,3,No,535,MERCEDES-BENZ,AMG GLE63 4Matic+
MERCEDES-BENZ AMG GLE63 4Matic+,4,8,Auto-9,4WD,Gasoline,standard SUV,5,15,20,17,3,No,528,MERCEDES-BENZ,AMG GLE63 4Matic+
MERCEDES-BENZ AMG GLS63 4Matic+,4,8,Auto-9,4WD,Gasoline,standard SUV,5,14,19,16,3,No,560,MERCEDES-BENZ,AMG GLS63 4Matic+
MERCEDES-BENZ AMG GT 53 4Matic+,3,6,Auto-9,4WD,Gasoline,small car,6,19,24,21,4,No,421,MERCEDES-BENZ,AMG GT 53 4Matic+
MERCEDES-BENZ AMG GT 63 4Matic+,4,8,Auto-9,4WD,Gasoline,small car,5,15,21,17,3,No,530,MERCEDES-BENZ,AMG GT 63 4Matic+
MERCEDES-BENZ AMG GT 63 S 4Matic+,4,8,Auto-9,4WD,Gasoline,small car,5,15,21,17,3,No,530,MERCEDES-BENZ,AMG GT 63 S 4Matic+
MERCEDES-BENZ AMG GT43 4Matic+,3,6,Auto-9,4WD,Gasoline,small car,6,19,24,21,4,No,421,MERCEDES-BENZ,AMG GT43 4Matic+
MERCEDES-BENZ AMG SL55 4Matic+,4,8,Auto-9,4WD,Gasoline,small car,5,13,21,16,3,No,562,MERCEDES-BENZ,AMG SL55 4Matic+
MERCEDES-BENZ AMG SL63 4Matic+,4,8,Auto-9,4WD,Gasoline,small car,5,14,22,16,3,No,544,MERCEDES-BENZ,AMG SL63 4Matic+
MERCEDES-BENZ C300,2,4,Auto-9,2WD,Gasoline,small car,7,25,36,29,6,No,308,MERCEDES-BENZ,C300
MERCEDES-BENZ C300,2,4,Auto-9,2WD,Gasoline,small car,6,21,29,24,5,No,370,MERCEDES-BENZ,C300
MERCEDES-BENZ C300,2,4,Auto-9,2WD,Gasoline,small car,6,22,31,25,5,No,351,MERCEDES-BENZ,C300
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4WD,Gasoline,small car,7,24,33,27,5,No,323,MERCEDES-BENZ,C300 4Matic
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4WD,Gasoline,small car,6,21,30,25,5,No,358,MERCEDES-BENZ,C300 4Matic
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4WD,Gasoline,small car,6,22,31,25,5,No,351,MERCEDES-BENZ,C300 4Matic
MERCEDES-BENZ CLA250,2,4,AutoMan-7,2WD,Gasoline,small car,5,25,36,29,6,No,309,MERCEDES-BENZ,CLA250
MERCEDES-BENZ CLA250 4Matic,2,4,AutoMan-7,4WD,Gasoline,small car,5,24,33,27,5,No,322,MERCEDES-BENZ,CLA250 4Matic
MERCEDES-BENZ CLS450 4Matic,3,6,Auto-9,4WD,Gasoline,small car,6,22,30,25,5,No,357,MERCEDES-BENZ,CLS450 4Matic
MERCEDES-BENZ E350,2,4,Auto-9,2WD,Gasoline,midsize car,6,23,31,26,5,No,342,MERCEDES-BENZ,E350
MERCEDES-BENZ E350 4Matic,2,4,Auto-9,4WD,Gasoline,midsize car,6,21,30,24,5,No,364,MERCEDES-BENZ,E350 4Matic
MERCEDES-BENZ E450,3,6,Auto-9,2WD,Gasoline,small car,6,23,30,25,5,No,352,MERCEDES-BENZ,E450
MERCEDES-BENZ E450 4Matic,3,6,Auto-9,4WD,Gasoline,midsize car,6,23,31,26,5,No,343,MERCEDES-BENZ,E450 4Matic
MERCEDES-BENZ E450 4Matic,3,6,Auto-9,4WD,Gasoline,small car,6,21,30,24,5,No,362,MERCEDES-BENZ,E450 4Matic
MERCEDES-BENZ E450 4Matic All-Terrain,3,6,Auto-9,4WD,Gasoline,station wagon,6,21,28,24,5,No,374,MERCEDES-BENZ,E450 4Matic All-Terrain
MERCEDES-BENZ E450 4Matic Convertible,3,6,Auto-9,4WD,Gasoline,small car,6,22,29,24,5,No,362,MERCEDES-BENZ,E450 4Matic Convertible
MERCEDES-BENZ E450 Convertible,3,6,Auto-9,2WD,Gasoline,small car,6,22,29,25,5,No,360,MERCEDES-BENZ,E450 Convertible
MERCEDES-BENZ G550,4,8,Auto-9,4WD,Gasoline,standard SUV,3,13,16,14,2,No,617,MERCEDES-BENZ,G550
MERCEDES-BENZ GLA 250,2,4,AutoMan-8,2WD,Gasoline,special purpose,5,24,34,28,6,No,321,MERCEDES-BENZ,GLA 250
MERCEDES-BENZ GLA250 4Matic,2,4,AutoMan-8,4WD,Gasoline,small SUV,5,23,32,26,5,No,337,MERCEDES-BENZ,GLA250 4Matic
MERCEDES-BENZ GLB 250,2,4,AutoMan-8,2WD,Gasoline,special purpose,5,24,32,27,5,No,330,MERCEDES-BENZ,GLB 250
MERCEDES-BENZ GLB 250 4Matic,2,4,AutoMan-8,4WD,Gasoline,small SUV,5,22,30,25,5,No,355,MERCEDES-BENZ,GLB 250 4Matic
MERCEDES-BENZ GLC 300 4Matic,2,4,Auto-9,4WD,Gasoline,small SUV,6,20,26,22,5,No,397,MERCEDES-BENZ,GLC 300 4Matic
MERCEDES-BENZ GLE 580 4Matic,4,8,Auto-9,4WD,Gasoline,standard SUV,5,16,21,18,4,No,492,MERCEDES-BENZ,GLE 580 4Matic
MERCEDES-BENZ GLE350,2,4,Auto-9,2WD,Gasoline,small SUV,5,20,25,22,5,No,401,MERCEDES-BENZ,GLE350
MERCEDES-BENZ GLE350 4Matic,2,4,Auto-9,4WD,Gasoline,small SUV,5,20,24,21,4,No,413,MERCEDES-BENZ,GLE350 4Matic
MERCEDES-BENZ GLE450 4Matic,3,6,Auto-9,4WD,Gasoline,standard SUV,6,20,25,22,5,No,394,MERCEDES-BENZ,GLE450 4Matic
MERCEDES-BENZ GLS450 4Matic,3,6,Auto-9,4WD,Gasoline,standard SUV,6,18,23,20,4,No,433,MERCEDES-BENZ,GLS450 4Matic
MERCEDES-BENZ GLS580 4Matic,4,8,Auto-9,4WD,Gasoline,standard SUV,5,16,21,18,4,No,499,MERCEDES-BENZ,GLS580 4Matic
MERCEDES-BENZ GLS600 4Matic Maybach,4,8,Auto-9,4WD,Gasoline,standard SUV,5,15,20,17,3,No,528,MERCEDES-BENZ,GLS600 4Matic Maybach
MERCEDES-BENZ Metris,2,4,Auto-9,2WD,Gasoline,special purpose,6,18,22,19,4,No,459,MERCEDES-BENZ,Metris
MERCEDES-BENZ Metris,2,4,Auto-9,2WD,Gasoline,special purpose,6,19,23,20,4,No,436,MERCEDES-BENZ,Metris
MERCEDES-BENZ S500 4Matic,3,6,Auto-9,4WD,Gasoline,large car,6,20,28,23,5,No,388,MERCEDES-BENZ,S500 4Matic
MERCEDES-BENZ S580 4Matic,4,8,Auto-9,4WD,Gasoline,large car,5,16,25,19,4,No,459,MERCEDES-BENZ,S580 4Matic
MERCEDES-BENZ S580 4Matic Maybach,4,8,Auto-9,4WD,Gasoline,large car,5,15,25,18,4,No,491,MERCEDES-BENZ,S580 4Matic Maybach
MINI Cooper Convertible,1.5,3,AMS-7,2WD,Gasoline,small car,7,29,38,32,6,No,273,MINI,Cooper Convertible
MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,small car,7,27,37,31,6,No,284,MINI,Cooper Convertible
MINI Cooper Countryman,1.5,3,AMS-7,2WD,Gasoline,midsize car,7,26,32,28,6,No,311,MINI,Cooper Countryman
MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,7,23,31,26,5,No,336,MINI,Cooper Countryman All4
MINI Cooper Hardtop,1.5,3,AMS-7,2WD,Gasoline,small car,7,29,38,32,6,No,273,MINI,Cooper Hardtop
MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7,27,37,31,6,No,284,MINI,Cooper Hardtop
MINI Cooper S Clubman,2,4,AMS-7,2WD,Gasoline,midsize car,7,25,35,29,6,No,307,MINI,Cooper S Clubman
MINI Cooper S Clubman,2,4,Man-6,2WD,Gasoline,midsize car,7,22,32,25,5,No,349,MINI,Cooper S Clubman
MINI Cooper S Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,32,27,5,No,332,MINI,Cooper S Clubman All4
MINI Cooper S Convertible,2,4,AMS-7,2WD,Gasoline,small car,7,27,36,30,6,No,293,MINI,Cooper S Convertible
MINI Cooper S Convertible,2,4,Man-6,2WD,Gasoline,small car,7,23,33,27,5,No,329,MINI,Cooper S Convertible
MINI Cooper S Countryman,2,4,AMS-7,2WD,Gasoline,midsize car,7,24,33,28,6,No,321,MINI,Cooper S Countryman
MINI Cooper S Countryman All4,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,31,26,5,No,341,MINI,Cooper S Countryman All4
MINI Cooper S Hardtop,2,4,AMS-7,2WD,Gasoline,small car,7,28,38,31,6,No,280,MINI,Cooper S Hardtop
MINI Cooper S Hardtop,2,4,Man-6,2WD,Gasoline,small car,7,23,33,27,5,No,331,MINI,Cooper S Hardtop
MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Gasoline/Electricity,midsize car,3,29/74,30/72,29/73,8,No,175,MINI,Cooper SE Countryman All4
MINI JCW Countryman All4,2,4,SemiAuto-8,4WD,Gasoline,midsize car,3,24,30,26,5,No,338,MINI,JCW Countryman All4
MINI John Cooper Works Clubman All4,2,4,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,No,339,MINI,John Cooper Works Clubman All4
MINI John Cooper Works Convertible,2,4,SemiAuto-8,2WD,Gasoline,small car,7,24,33,27,5,No,322,MINI,John Cooper Works Convertible
MINI John Cooper Works Hardtop,2,4,Man-6,2WD,Gasoline,small car,7,22,31,25,5,No,348,MINI,John Cooper Works Hardtop
