Model Full,Displ,Cyl,Trans,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Make,Model
ACURA Integra,1.5,4,SCV-7,2WD,Gasoline,large car,7,30,37,33,6,No,269,ACURA,Integra
ACURA Integra A-Spec,1.5,4,SCV-7,2WD,Gasoline,large car,7,29,36,32,6,No,277,ACURA,Integra A-Spec
ACURA Integra A-Spec,1.5,4,Man-6,2WD,Gasoline,large car,6,26,36,30,6,No,293,ACURA,Integra A-Spec
ACURA MDX,3.5,6,SemiAuto-10,2WD,Gasoline,small SUV,5,19,26,22,5,No,411,ACURA,MDX
ACURA MDX,3.5,6,SemiAuto-10,4WD,Gasoline,small SUV,5,19,25,21,4,No,423,ACURA,MDX
ACURA MDX Type-S,3,6,SemiAuto-10,4WD,Gasoline,standard SUV,5,17,21,19,4,No,474,ACURA,MDX Type-S
ACURA RDX,2,4,SemiAuto-10,2WD,Gasoline,small SUV,6,22,28,24,5,No,370,ACURA,RDX
ACURA RDX,2,4,SemiAuto-10,4WD,Gasoline,small SUV,6,21,27,23,5,No,385,ACURA,RDX
ACURA RDX A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,small SUV,6,22,27,24,5,No,375,ACURA,RDX A-SPEC
ACURA RDX A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,small SUV,6,21,26,23,5,No,388,ACURA,RDX A-SPEC
ACURA TLX,2,4,SemiAuto-10,2WD,Gasoline,small car,7,22,31,25,5,No,352,ACURA,TLX
ACURA TLX,2,4,SemiAuto-10,4WD,Gasoline,small car,7,21,29,24,5,No,369,ACURA,TLX
ACURA TLX AWD A-SPEC,2,4,SemiAuto-10,4WD,Gasoline,small car,7,21,29,24,5,No,371,ACURA,TLX AWD A-SPEC
ACURA TLX FWD A-SPEC,2,4,SemiAuto-10,2WD,Gasoline,small car,7,22,30,25,5,No,357,ACURA,TLX FWD A-SPEC
ACURA TLX Type-S,3,6,SemiAuto-10,4WD,Gasoline,small car,5,19,25,21,4,No,420,ACURA,TLX Type-S
ACURA TLX Type-S Perf Tire,3,6,SemiAuto-10,4WD,Gasoline,small car,5,19,24,21,4,No,421,ACURA,TLX Type-S Perf Tire
ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,midsize car,3,17,25,20,4,No,436,ALFA,ROMEO Giulia
ALFA ROMEO Giulia,2,4,Auto-8,2WD,Gasoline,midsize car,5,24,33,27,5,No,330,ALFA,ROMEO Giulia
ALFA ROMEO Giulia AWD,2,4,Auto-8,4WD,Gasoline,midsize car,5,23,31,26,5,No,348,ALFA,ROMEO Giulia AWD
ALFA ROMEO Stelvio,2,4,Auto-8,2WD,Gasoline,small SUV,5,22,29,25,5,No,359,ALFA,ROMEO Stelvio
ALFA ROMEO Stelvio AWD,2.9,6,Auto-8,4WD,Gasoline,small SUV,3,17,23,19,4,No,463,ALFA,ROMEO Stelvio AWD
ALFA ROMEO Stelvio AWD,2,4,Auto-8,4WD,Gasoline,small SUV,5,22,28,24,5,No,364,ALFA,ROMEO Stelvio AWD
ASTON MARTIN DB11 V12,5.2,12,Auto-8,2WD,Gasoline,small car,3,14,22,17,3,No,522,ASTON,MARTIN DB11 V12
ASTON MARTIN DB11 V8,4,8,Auto-8,2WD,Gasoline,small car,5,18,24,20,4,No,431,ASTON,MARTIN DB11 V8
ASTON MARTIN DBS,5.2,12,Auto-8,2WD,Gasoline,small car,3,14,22,17,3,No,522,ASTON,MARTIN DBS
ASTON MARTIN DBX 707,4,8,Auto-9,4WD,Gasoline,standard SUV,5,15,20,17,3,No,536,ASTON,MARTIN DBX 707
ASTON MARTIN DBX V8,4,8,Auto-9,4WD,Gasoline,standard SUV,5,14,20,16,3,No,556,ASTON,MARTIN DBX V8
ASTON MARTIN V12 Vantage,5.2,12,Auto-8,2WD,Gasoline,small car,3,14,22,16,3,No,548,ASTON,MARTIN V12 Vantage
ASTON MARTIN Vantage,4,8,Auto-8,2WD,Gasoline,small car,5,18,24,20,4,No,435,ASTON,MARTIN Vantage
AUDI A3,2,4,AMS-7,2WD,Gasoline,small car,7,28,38,32,6,No,276,AUDI,A3
AUDI A3,2,4,AMS-7,4WD,Gasoline,small car,7,27,35,30,6,No,294,AUDI,A3
AUDI A4,2,4,AMS-7,4WD,Gasoline,small car,5,24,33,28,6,No,322,AUDI,A4
AUDI A4 Allroad quattro,2,4,AMS-7,4WD,Gasoline,station wagon,5,23,30,26,5,No,344,AUDI,A4 Allroad quattro
AUDI A4 S-Line quattro,2,4,AMS-7,4WD,Gasoline,small car,5,24,32,27,5,No,326,AUDI,A4 S-Line quattro
AUDI A5,2,4,AMS-7,4WD,Gasoline,small car,5,24,32,27,5,No,326,AUDI,A5
AUDI A5 Cabriolet,2,4,AMS-7,4WD,Gasoline,small car,5,24,31,26,5,No,334,AUDI,A5 Cabriolet
AUDI A5 Sportback quattro,2,4,AMS-7,4WD,Gasoline,midsize car,5,24,33,28,6,No,322,AUDI,A5 Sportback quattro
AUDI A5 Sportback S-Line quattro,2,4,AMS-7,4WD,Gasoline,midsize car,5,24,32,27,5,No,326,AUDI,A5 Sportback S-Line quattro
AUDI A6,2,4,AMS-7,4WD,Gasoline,midsize car,5,24,31,27,5,No,334,AUDI,A6
AUDI A6,3,6,AMS-7,4WD,Gasoline,midsize car,5,21,30,24,5,No,361,AUDI,A6
AUDI A6 Allroad,3,6,AMS-7,4WD,Gasoline,station wagon,5,21,30,24,5,No,361,AUDI,A6 Allroad
AUDI A7,3,6,AMS-7,4WD,Gasoline,midsize car,5,21,30,24,5,No,361,AUDI,A7
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,large car,5,19,28,22,5,No,398,AUDI,A8 L
AUDI Q3,2,4,SemiAuto-8,4WD,Gasoline,small SUV,6,22,29,25,5,No,361,AUDI,Q3
AUDI Q3 S-Line,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,28,24,5,No,375,AUDI,Q3 S-Line
AUDI Q5 quattro,2,4,AMS-7,4WD,Gasoline,small SUV,5,23,29,25,5,No,350,AUDI,Q5 quattro
AUDI Q5 S-Line quattro,2,4,AMS-7,4WD,Gasoline,small SUV,5,22,29,25,5,No,358,AUDI,Q5 S-Line quattro
AUDI Q5 Sportback S-line quattro,2,4,AMS-7,4WD,Gasoline,small SUV,5,22,29,25,5,No,358,AUDI,Q5 Sportback S-line quattro
AUDI Q5 TFSIe,2,4,AMS-7,4WD,Gasoline/Electricity,small SUV,7,25/60,27/61,26/60,9,Yes,148,AUDI,Q5 TFSIe
AUDI Q7,2,4,SemiAuto-8,4WD,Gasoline,standard SUV,5,19,25,21,4,No,414,AUDI,Q7
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,5,18,22,20,4,No,453,AUDI,Q7
AUDI Q8,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,5,18,23,20,4,No,439,AUDI,Q8
AUDI R8 Coupe,5.2,10,AMS-7,2WD,Gasoline,small car,1,14,23,17,3,No,515,AUDI,R8 Coupe
AUDI R8 Coupe quattro,5.2,10,AMS-7,4WD,Gasoline,small car,1,13,18,15,2,No,580,AUDI,R8 Coupe quattro
AUDI R8 GT,5.2,10,AMS-7,2WD,Gasoline,small car,1,14,21,17,3,No,527,AUDI,R8 GT
AUDI R8 Spyder,5.2,10,AMS-7,2WD,Gasoline,small car,1,14,23,17,3,No,515,AUDI,R8 Spyder
AUDI R8 Spyder quattro,5.2,10,AMS-7,4WD,Gasoline,small car,1,13,18,15,2,No,580,AUDI,R8 Spyder quattro
AUDI RS 6 Avant,4,8,SemiAuto-8,4WD,Gasoline,station wagon,3,14,21,17,3,No,532,AUDI,RS 6 Avant
AUDI RS 7,4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,14,21,17,3,No,532,AUDI,RS 7
AUDI RS Q8,4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,20,16,3,No,562,AUDI,RS Q8
AUDI RS5 Coupe,2.9,6,SemiAuto-8,4WD,Gasoline,small car,5,18,26,21,4,No,429,AUDI,RS5 Coupe
AUDI RS5 Sportback,2.9,6,SemiAuto-8,4WD,Gasoline,midsize car,5,18,25,21,4,No,430,AUDI,RS5 Sportback
AUDI S3,2,4,AMS-7,4WD,Gasoline,small car,5,23,32,26,5,No,334,AUDI,S3
AUDI S4,3,6,SemiAuto-8,4WD,Gasoline,small car,5,21,30,24,5,No,364,AUDI,S4
AUDI S5 Cabriolet,3,6,SemiAuto-8,4WD,Gasoline,small car,5,21,28,23,5,No,375,AUDI,S5 Cabriolet
AUDI S5 Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,5,21,30,24,5,No,364,AUDI,S5 Coupe
AUDI S5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,midsize car,5,21,30,24,5,No,364,AUDI,S5 Sportback
AUDI S6,2.9,6,SemiAuto-8,4WD,Gasoline,midsize car,5,19,26,22,5,No,408,AUDI,S6
AUDI S7,2.9,6,SemiAuto-8,4WD,Gasoline,midsize car,5,19,26,22,5,No,408,AUDI,S7
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,large car,3,15,23,18,4,No,503,AUDI,S8
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,small SUV,5,19,24,21,4,No,422,AUDI,SQ5
AUDI SQ5 Sportback,3,6,SemiAuto-8,4WD,Gasoline,small SUV,5,19,24,21,4,No,422,AUDI,SQ5 Sportback
AUDI SQ7,4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,14,20,17,3,No,532,AUDI,SQ7
AUDI SQ8,4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,14,20,17,3,No,532,AUDI,SQ8
AUDI TT Coupe,2,4,AMS-7,4WD,Gasoline,small car,7,23,30,25,5,No,347,AUDI,TT Coupe
AUDI TT Roadster,2,4,AMS-7,4WD,Gasoline,small car,7,23,30,25,5,No,347,AUDI,TT Roadster
AUDI TTS Coupe,2,4,AMS-7,4WD,Gasoline,small car,3,23,31,26,5,No,337,AUDI,TTS Coupe
BENTLEY Bentayga,4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,14,21,17,3,No,527,BENTLEY,Bentayga
BENTLEY Bentayga EWB,4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,14,21,17,3,No,527,BENTLEY,Bentayga EWB
BENTLEY Bentayga Hybrid,3,6,SemiAuto-8,4WD,Gasoline/Electricity,standard SUV,3,18/44,24/51,20/47,7,No,222,BENTLEY,Bentayga Hybrid
BENTLEY Bentayga Speed,6,12,SemiAuto-8,4WD,Gasoline,standard SUV,3,12,19,14,2,No,617,BENTLEY,Bentayga Speed
BENTLEY Chiron,8,16,AMS-7,4WD,Gasoline,small car,1,9,14,11,1,No,840,BENTLEY,Chiron
BENTLEY Continental GT,4,8,AMS-8,4WD,Gasoline,small car,3,15,23,18,4,No,494,BENTLEY,Continental GT
BENTLEY Continental GT Convertible,4,8,AMS-8,4WD,Gasoline,small car,3,15,22,18,4,No,508,BENTLEY,Continental GT Convertible
BENTLEY Continental GT Convertible Speed,6,12,AMS-8,4WD,Gasoline,small car,3,12,18,14,2,No,636,BENTLEY,Continental GT Convertible Speed
BENTLEY Continental GT Speed,6,12,AMS-8,4WD,Gasoline,small car,3,12,20,15,2,No,610,BENTLEY,Continental GT Speed
BENTLEY Flying Spur,4,8,AMS-8,4WD,Gasoline,midsize car,3,15,22,17,3,No,514,BENTLEY,Flying Spur
BENTLEY Flying Spur,6,12,AMS-8,4WD,Gasoline,midsize car,3,12,19,15,2,No,601,BENTLEY,Flying Spur
BENTLEY Flying Spur Hybrid,2.9,6,AMS-8,4WD,Gasoline/Electricity,midsize car,5,17/43,22/50,19/46,7,No,251,BENTLEY,Flying Spur Hybrid
BMW 228i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,small car,7,24,34,28,6,No,315,BMW,228i Gran Coupe
BMW 228i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,5,No,330,BMW,228i xDrive Gran Coupe
BMW 230i Coupe,2,4,SemiAuto-8,2WD,Gasoline,small car,3,26,35,29,6,No,300,BMW,230i Coupe
BMW 230i xDrive Coupe,2,4,SemiAuto-8,4WD,Gasoline,small car,3,24,34,28,6,No,314,BMW,230i xDrive Coupe
BMW 330e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,small car,7,24/69,32/78,27/73,9,Yes,158,BMW,330e
BMW 330e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,small car,7,22/64,32/75,26/68,9,Yes,172,BMW,330e
BMW 330i,2,4,SemiAuto-8,2WD,Gasoline,small car,7,25,34,29,6,No,308,BMW,330i
BMW 330i,2,4,SemiAuto-8,4WD,Gasoline,small car,7,24,33,27,5,No,322,BMW,330i
BMW 430i Convertible,2,4,SemiAuto-8,2WD,Gasoline,small car,7,25,34,28,6,No,313,BMW,430i Convertible
BMW 430i Convertible,2,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,5,No,327,BMW,430i Convertible
BMW 430i Coupe,2,4,SemiAuto-8,2WD,Gasoline,small car,7,25,34,28,6,No,313,BMW,430i Coupe
BMW 430i Coupe,2,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,5,No,327,BMW,430i Coupe
BMW 430i Gran Coupe,2,4,SemiAuto-8,2WD,Gasoline,small car,7,25,34,28,6,No,313,BMW,430i Gran Coupe
BMW 430i Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,small car,7,23,33,27,5,No,329,BMW,430i Gran Coupe
BMW 530e,2,4,SemiAuto-8,2WD,Gasoline/Electricity,small car,7,24/65,29/71,26/67,8,Yes,179,BMW,530e
BMW 530e,2,4,SemiAuto-8,4WD,Gasoline/Electricity,small car,7,22/59,28/67,25/62,8,Yes,203,BMW,530e
BMW 530i,2,4,SemiAuto-8,2WD,Gasoline,midsize car,7,25,33,28,6,No,313,BMW,530i
BMW 530i,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,32,26,5,No,332,BMW,530i
BMW 540i,3,6,SemiAuto-8,2WD,Gasoline,midsize car,5,25,32,27,5,No,322,BMW,540i
BMW 540i,3,6,SemiAuto-8,4WD,Gasoline,midsize car,5,22,29,25,5,No,352,BMW,540i
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,large car,7,25,31,27,5,No,324,BMW,740i
BMW 760i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,large car,5,18,26,21,4,No,420,BMW,760i xDrive
BMW 840i Convertible,3,6,SemiAuto-8,2WD,Gasoline,small car,3,21,29,24,5,No,374,BMW,840i Convertible
BMW 840i Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,3,21,29,24,5,No,373,BMW,840i Coupe
BMW 840i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,midsize car,3,21,29,24,5,No,374,BMW,840i Gran Coupe
BMW 840i xDrive Convertible,3,6,SemiAuto-8,4WD,Gasoline,small car,3,21,29,24,5,No,373,BMW,840i xDrive Convertible
BMW 840i xDrive Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,3,21,29,24,5,No,373,BMW,840i xDrive Coupe
BMW 840i xDrive Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,midsize car,3,21,29,24,5,No,373,BMW,840i xDrive Gran Coupe
BMW ALPINA B8 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,17,24,19,4,No,457,BMW,ALPINA B8 Gran Coupe
BMW Alpina XB7,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,5,16,20,17,3,No,506,BMW,Alpina XB7
BMW M2 Coupe,3,6,Man-6,2WD,Gasoline,small car,5,16,24,19,4,No,461,BMW,M2 Coupe
BMW M2 Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,5,16,23,19,4,No,472,BMW,M2 Coupe
BMW M235i xDrive Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,small car,3,24,33,27,5,No,324,BMW,M235i xDrive Gran Coupe
BMW M240i Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,5,22,32,26,5,No,343,BMW,M240i Coupe
BMW M240i Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,5,23,32,26,5,No,338,BMW,M240i Coupe
BMW M3,3,6,Man-6,2WD,Gasoline,small car,5,16,23,19,4,No,472,BMW,M3
BMW M3 Competition,3,6,SemiAuto-8,2WD,Gasoline,small car,5,16,23,19,4,No,470,BMW,M3 Competition
BMW M3 Competition M,3,6,SemiAuto-8,4WD,Gasoline,small car,5,16,22,18,4,No,477,BMW,M3 Competition M
BMW M340i,3,6,SemiAuto-8,2WD,Gasoline,small car,5,23,31,26,5,No,340,BMW,M340i
BMW M340i,3,6,SemiAuto-8,4WD,Gasoline,small car,5,23,32,26,5,No,339,BMW,M340i
BMW M4 Competition Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,5,16,23,19,4,No,470,BMW,M4 Competition Coupe
BMW M4 Competition M,3,6,SemiAuto-8,4WD,Gasoline,small car,5,16,22,18,4,No,477,BMW,M4 Competition M
BMW M4 Competition M Convertible,3,6,SemiAuto-8,4WD,Gasoline,small car,5,16,23,18,4,No,484,BMW,M4 Competition M Convertible
BMW M4 Coupe,3,6,Man-6,2WD,Gasoline,small car,5,16,23,19,4,No,472,BMW,M4 Coupe
BMW M4 CSL Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,5,16,23,18,4,No,485,BMW,M4 CSL Coupe
BMW M440i,3,6,SemiAuto-8,2WD,Gasoline,small car,5,24,32,27,5,No,325,BMW,M440i
BMW M440i,3,6,SemiAuto-8,4WD,Gasoline,small car,5,22,31,25,5,No,348,BMW,M440i
BMW M440i Convertible,3,6,SemiAuto-8,2WD,Gasoline,small car,5,23,31,26,5,No,340,BMW,M440i Convertible
BMW M440i Gran Coupe,3,6,SemiAuto-8,2WD,Gasoline,small car,5,24,32,27,5,No,325,BMW,M440i Gran Coupe
BMW M440i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,5,22,31,25,5,No,348,BMW,M440i Gran Coupe
BMW M440i xDrive Coupe,3,6,SemiAuto-8,4WD,Gasoline,small car,5,22,31,25,5,No,348,BMW,M440i xDrive Coupe
BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,15,21,17,3,No,522,BMW,M5
BMW M5 Competition,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,15,21,17,3,No,522,BMW,M5 Competition
BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,17,25,20,4,No,446,BMW,M550i
BMW M8 Competition Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,15,22,17,3,No,517,BMW,M8 Competition Convertible
BMW M8 Competition Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,15,22,17,3,No,517,BMW,M8 Competition Coupe
BMW M8 Competition Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,15,22,17,3,No,517,BMW,M8 Competition Gran Coupe
BMW M850i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,17,24,19,4,No,457,BMW,M850i xDrive
BMW M850i xDrive Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3,17,24,19,4,No,457,BMW,M850i xDrive Convertible
BMW M850i xDrive Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3,17,24,19,4,No,457,BMW,M850i xDrive Gran Coupe
BMW X1 xDrive28i,2,4,AMS-7,4WD,Gasoline,small SUV,8,25,34,28,6,No,313,BMW,X1 xDrive28i
BMW X2 M35i,2,4,SemiAuto-8,4WD,Gasoline,midsize car,3,24,31,27,5,No,333,BMW,X2 M35i
BMW X2 sDrive28i,2,4,SemiAuto-8,2WD,Gasoline,midsize car,7,24,32,27,5,No,329,BMW,X2 sDrive28i
BMW X2 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,midsize car,7,24,31,27,5,No,333,BMW,X2 xDrive28i
BMW X3 M,3,6,SemiAuto-8,4WD,Gasoline,small SUV,3,15,20,17,3,No,519,BMW,X3 M
BMW X3 M Competition,3,6,SemiAuto-8,4WD,Gasoline,small SUV,3,15,20,17,3,No,519,BMW,X3 M Competition
BMW X3 M40i,3,6,SemiAuto-8,4WD,Gasoline,small SUV,5,21,26,23,5,No,378,BMW,X3 M40i
BMW X3 sDrive30i,2,4,SemiAuto-8,2WD,Gasoline,small SUV,7,23,29,25,5,No,352,BMW,X3 sDrive30i
BMW X3 xDrive30i,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,28,24,5,No,369,BMW,X3 xDrive30i
BMW X4 M,3,6,SemiAuto-8,4WD,Gasoline,small SUV,3,15,20,17,3,No,519,BMW,X4 M
BMW X4 M Competition,3,6,SemiAuto-8,4WD,Gasoline,small SUV,3,15,20,17,3,No,519,BMW,X4 M Competition
BMW X4 M40i,3,6,SemiAuto-8,4WD,Gasoline,small SUV,5,21,26,23,5,No,378,BMW,X4 M40i
BMW X4 xDrive30i,2,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,28,24,5,No,369,BMW,X4 xDrive30i
BMW X5 M,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,No,586,BMW,X5 M
BMW X5 M Competition,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,No,586,BMW,X5 M Competition
BMW X5 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,16,22,18,4,No,486,BMW,X5 M50i
BMW X5 sDrive40i,3,6,SemiAuto-8,2WD,Gasoline,standard SUV,3,21,26,23,5,No,383,BMW,X5 sDrive40i
BMW X5 xDrive40i,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,21,25,23,5,No,389,BMW,X5 xDrive40i
BMW X5 xDrive45e,3,6,SemiAuto-8,4WD,Gasoline/Electricity,standard SUV,7,19/51,22/54,20/52,8,Yes,177,BMW,X5 xDrive45e
BMW X6 M,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,No,586,BMW,X6 M
BMW X6 M Competition,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,No,586,BMW,X6 M Competition
BMW X6 M50i,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,16,22,18,4,No,486,BMW,X6 M50i
BMW X6 xDrive40i,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,21,25,23,5,No,389,BMW,X6 xDrive40i
BMW X7 M60i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,5,16,21,18,4,No,481,BMW,X7 M60i xDrive
BMW X7 xDrive40i,3,6,SemiAuto-8,4WD,Gasoline,standard SUV,7,21,25,22,5,No,392,BMW,X7 xDrive40i
BMW XM,4.4,8,SemiAuto-8,4WD,Gasoline/Electricity,standard SUV,7,12/46,17/46,14/46,7,Yes,244,BMW,XM
BMW Z4,2,4,SemiAuto-8,2WD,Gasoline,small car,7,25,33,28,6,No,312,BMW,Z4
BMW Z4 M40i,3,6,SemiAuto-8,2WD,Gasoline,small car,5,23,31,26,5,No,338,BMW,Z4 M40i
BUGATTI Chiron Pur Sport,8,16,AMS-7,4WD,Gasoline,small car,1,8,11,9,1,No,979,BUGATTI,Chiron Pur Sport
BUGATTI Chiron Super Sport,8,16,AMS-7,4WD,Gasoline,small car,1,8,11,9,1,No,979,BUGATTI,Chiron Super Sport
BUICK Enclave,3.6,6,Auto-9,2WD,Gasoline,standard SUV,6,18,26,21,4,No,424,BUICK,Enclave
BUICK Enclave,3.6,6,Auto-9,4WD,Gasoline,standard SUV,6,17,25,20,4,No,448,BUICK,Enclave
BUICK Encore GX,1.2,3,CVT,2WD,Gasoline,small SUV,7,29,31,30,6,No,296,BUICK,Encore GX
BUICK Encore GX,1.3,3,Auto-9,4WD,Gasoline,small SUV,7,26,29,27,5,No,324,BUICK,Encore GX
BUICK Encore GX,1.3,3,CVT,2WD,Gasoline,small SUV,7,29,32,30,6,No,297,BUICK,Encore GX
BUICK Envision,2,4,SemiAuto-9,2WD,Gasoline,small SUV,7,23,31,26,5,No,337,BUICK,Envision
BUICK Envision,2,4,SemiAuto-9,4WD,Gasoline,small SUV,7,22,29,25,5,No,355,BUICK,Envision
CADILLAC CT4,2,4,SemiAuto-8,2WD,Gasoline,small car,7,23,34,27,5,No,331,CADILLAC,CT4
CADILLAC CT4,2,4,SemiAuto-8,4WD,Gasoline,small car,7,22,31,26,5,No,348,CADILLAC,CT4
CADILLAC CT4,2.7,4,SemiAuto-10,2WD,Gasoline,small car,6,21,31,25,5,No,356,CADILLAC,CT4
CADILLAC CT4,2.7,4,SemiAuto-10,4WD,Gasoline,small car,6,21,29,24,5,No,371,CADILLAC,CT4
CADILLAC CT4 V,2.7,4,SemiAuto-10,2WD,Gasoline,small car,6,20,29,23,5,No,385,CADILLAC,CT4 V
CADILLAC CT4 V,2.7,4,SemiAuto-10,4WD,Gasoline,small car,6,20,28,23,5,No,387,CADILLAC,CT4 V
CADILLAC CT4 V,3.6,6,Man-6,2WD,Gasoline,small car,5,15,23,18,4,No,488,CADILLAC,CT4 V
CADILLAC CT4 V,3.6,6,SemiAuto-10,2WD,Gasoline,small car,5,16,24,19,4,No,478,CADILLAC,CT4 V
CADILLAC CT5,2,4,SemiAuto-10,2WD,Gasoline,midsize car,7,23,33,27,5,No,333,CADILLAC,CT5
CADILLAC CT5,2,4,SemiAuto-10,4WD,Gasoline,midsize car,7,22,30,25,5,No,358,CADILLAC,CT5
CADILLAC CT5,3,6,SemiAuto-10,2WD,Gasoline,midsize car,5,19,27,22,5,No,405,CADILLAC,CT5
CADILLAC CT5,3,6,SemiAuto-10,4WD,Gasoline,midsize car,5,18,26,21,4,No,419,CADILLAC,CT5
CADILLAC CT5 V,6.2,8,Man-6,2WD,Gasoline,midsize car,3,13,21,15,2,No,592,CADILLAC,CT5 V
CADILLAC CT5 V,6.2,8,SemiAuto-10,2WD,Gasoline,midsize car,3,13,21,16,3,No,558,CADILLAC,CT5 V
CADILLAC CT5 V,3,6,SemiAuto-10,2WD,Gasoline,midsize car,5,18,27,21,4,No,423,CADILLAC,CT5 V
CADILLAC Escalade,3,6,Auto-10,2WD,Diesel,standard SUV,3,21,27,23,4,No,442,CADILLAC,Escalade
CADILLAC Escalade,3,6,Auto-10,4WD,Diesel,standard SUV,3,20,26,22,4,No,462,CADILLAC,Escalade
CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,standard SUV,6,14,19,16,3,No,556,CADILLAC,Escalade
CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,standard SUV,6,14,18,16,3,No,564,CADILLAC,Escalade
CADILLAC Escalade V,6.2,8,SemiAuto-10,4WD,Gasoline,standard SUV,3,11,16,13,1,No,702,CADILLAC,Escalade V
CADILLAC XT4,2,4,SemiAuto-9,2WD,Gasoline,small SUV,7,23,30,26,5,No,341,CADILLAC,XT4
CADILLAC XT4,2,4,SemiAuto-9,4WD,Gasoline,small SUV,7,22,29,24,5,No,370,CADILLAC,XT4
CADILLAC XT5,2,4,SemiAuto-9,2WD,Gasoline,small SUV,7,22,29,24,5,No,370,CADILLAC,XT5
CADILLAC XT5,2,4,SemiAuto-9,4WD,Gasoline,small SUV,7,21,27,23,5,No,386,CADILLAC,XT5
CADILLAC XT5,3.6,6,SemiAuto-9,2WD,Gasoline,small SUV,6,19,26,21,4,No,419,CADILLAC,XT5
CADILLAC XT5,3.6,6,SemiAuto-9,4WD,Gasoline,small SUV,6,18,25,21,4,No,426,CADILLAC,XT5
