Make,Model,Type,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (MPG),Fuel Consumption Hwy (MPG),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/m)
CADILLAC,ATS AWD,COMPACT,3.6,6,AS6,X,17.955343511450383,26.135,11.3,25,418.4284
CADILLAC,CTS COUPE,MID-SIZE,3.6,6,AS6,X,17.819318181818183,27.036206896551725,11.2,25,415.20972
CADILLAC,CTS COUPE AWD,MID-SIZE,3.6,6,AS6,X,17.68533834586466,26.135,11.4,25,421.64708
CADILLAC,CTS SEDAN,MID-SIZE,2.0,4,AS6,Z,19.76596638655462,29.77405063291139,10.1,28,373.36688
CADILLAC,CTS SEDAN,MID-SIZE,3.6,6,AS8,X,18.233720930232558,28.684756097560978,10.8,26,399.11632
CADILLAC,CTS SEDAN AWD,MID-SIZE,2.0,4,AS6,Z,18.667857142857144,27.67235294117647,10.8,26,399.11632
CADILLAC,CTS SEDAN AWD,MID-SIZE,3.6,6,AS6,X,17.955343511450383,26.135,11.3,25,418.4284
CADILLAC,CTS SEDAN Vsport,MID-SIZE,3.6,6,AS8,Z,15.577152317880795,23.759090909090908,12.8,22,473.14596
CADILLAC,CTS SPORT WAGON,SUV,3.0,6,AS6,X,18.520866141732284,26.42865168539326,11.0,26,407.16302
CADILLAC,CTS SPORT WAGON,SUV,3.6,6,AS6,X,17.68533834586466,26.42865168539326,11.3,25,418.4284
CADILLAC,CTS SPORT WAGON AWD,SUV,3.0,6,AS6,X,18.376171875,25.8478021978022,11.1,25,410.3817
