Make,Model,Type,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (MPG),Fuel Consumption Hwy (MPG),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/m)
HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,35.638636363636365,39.2025,6.3,45,233.3543
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,30.94934210526316,38.559836065573776,6.9,41,255.88506
HONDA,FIT,SUV,1.5,4,AV,X,33.60214285714286,41.26578947368421,6.4,44,236.57298
HONDA,FIT,SUV,1.5,4,AV7,X,32.22123287671233,38.559836065573776,6.8,42,251.05704
HONDA,FIT,SUV,1.5,4,M6,X,29.03888888888889,36.75234375,7.3,39,270.36912
HONDA,ODYSSEY,VAN,3.5,6,A6,X,19.123170731707315,27.67235294117647,10.6,27,392.67896
HONDA,PILOT,SUV,3.5,6,A5,X,17.68533834586466,25.291935483870965,11.5,25,424.86576
HONDA,PILOT 4WD,SUV,3.5,6,A5,X,17.044565217391305,24.24896907216495,12.0,24,444.17784
HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,26.42865168539326,37.33571428571429,7.7,37,284.85318
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,27.036206896551725,37.33571428571429,7.6,37,281.6345
HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,X,27.67235294117647,37.33571428571429,7.5,38,276.80648
HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,26.72897727272727,36.75234375,7.7,37,284.85318
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,X,24.24896907216495,35.10671641791045,8.3,34,307.38394
HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,24.001530612244895,33.60214285714286,8.5,33,315.43064
HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,AS6,X,24.501562500000002,34.59044117647059,8.3,34,307.38394
HYUNDAI,ELANTRA COUPE,MID-SIZE,2.0,4,M6,X,24.24896907216495,35.10671641791045,8.3,34,307.38394
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,X,24.24896907216495,32.66875,8.6,33,318.64932
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,X,24.001530612244895,34.08913043478261,8.5,33,315.43064
HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Z,14.887025316455695,23.06029411764706,13.3,21,492.45804
HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,16.334375,25.022872340425533,12.1,23,447.39652
HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Z,13.596242774566473,22.40142857142857,14.2,20,526.25418
HYUNDAI,GENESIS COUPE,COMPACT,3.8,6,AS8,Z,16.110616438356164,24.501562500000002,12.3,23,455.44322
HYUNDAI,GENESIS COUPE,COMPACT,3.8,6,M6,Z,16.334375,23.759090909090908,12.4,23,458.6619
HYUNDAI,SANTA FE,SUV,3.3,6,AS6,X,18.233720930232558,25.022872340425533,11.3,25,418.4284
HYUNDAI,SANTA FE AWD,SUV,3.3,6,AS6,X,18.09346153846154,24.24896907216495,11.5,25,424.86576
HYUNDAI,SANTA FE SPORT,SUV,2.4,4,AS6,X,20.103846153846156,27.036206896551725,10.3,27,381.41358
HYUNDAI,SANTA FE SPORT AWD,SUV,2.0,4,AS6,X,18.233720930232558,24.001530612244895,11.5,25,424.86576
HYUNDAI,SANTA FE SPORT AWD,SUV,2.4,4,AS6,X,18.8172,25.291935483870965,11.1,25,410.3817
HYUNDAI,SANTA FE ULTIMATE AWD,SUV,3.3,6,AS6,X,16.921942446043165,21.779166666666665,12.5,23,461.88058
HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,22.61682692307692,31.78581081081081,9.1,31,336.35206
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,24.001530612244895,35.10671641791045,8.4,34,310.60262
HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,24.001530612244895,35.10671641791045,8.4,34,310.60262
HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,35.638636363636365,39.86694915254237,6.3,45,233.3543
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,35.638636363636365,39.86694915254237,6.3,45,233.3543
HYUNDAI,TUCSON,SUV,2.0,4,AS6,X,23.06029411764706,28.684756097560978,9.3,30,344.39876
HYUNDAI,TUCSON,SUV,2.0,4,M6,X,20.632894736842104,27.67235294117647,10.1,28,373.36688
HYUNDAI,TUCSON,SUV,2.4,4,AS6,X,20.815486725663717,28.33915662650602,10.0,28,370.1482
HYUNDAI,TUCSON AWD,SUV,2.0,4,AS6,X,20.632894736842104,25.291935483870965,10.4,27,384.63226
HYUNDAI,TUCSON AWD,SUV,2.4,4,AS6,X,20.277155172413796,25.291935483870965,10.6,27,392.67896
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,27.35058139534884,35.638636363636365,7.7,37,284.85318
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,26.135,35.10671641791045,8.0,35,296.11856
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,X,23.759090909090908,30.94934210526316,8.8,32,325.08668
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,24.24896907216495,33.60214285714286,8.5,33,315.43064
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,19.60125,29.03888888888889,10.3,27,381.41358
INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,18.8172,27.036206896551725,10.8,26,399.11632
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,28.684756097560978,35.10671641791045,7.5,38,276.80648
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,27.036206896551725,31.362000000000002,8.2,34,304.16526
INFINITI,Q60,COMPACT,3.7,6,AS7,Z,18.968951612903226,27.036206896551725,10.7,26,395.89764
INFINITI,Q60,COMPACT,3.7,6,M6,Z,17.295220588235296,25.291935483870965,11.6,24,429.69378
INFINITI,Q60 AWD,COMPACT,3.7,6,AS7,Z,17.68533834586466,25.022872340425533,11.5,25,424.86576
INFINITI,Q60 CONVERTIBLE,COMPACT,3.7,6,AS7,Z,17.295220588235296,25.291935483870965,11.7,24,432.91246
INFINITI,Q60 CONVERTIBLE,COMPACT,3.7,6,M6,Z,16.448601398601397,24.001530612244895,12.3,23,455.44322
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,18.376171875,26.42865168539326,11.0,26,407.16302
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,15.892905405405404,24.759473684210526,12.4,23,458.6619
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,17.819318181818183,24.501562500000002,11.6,24,429.69378
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15.681000000000001,23.06029411764706,12.9,22,477.97398
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,29.401875,34.08913043478261,7.5,38,276.80648
INFINITI,QX50 AWD,SUV,3.7,6,AS7,Z,17.168978102189783,24.24896907216495,11.9,24,440.95916
INFINITI,QX60,SUV,3.5,6,AV7,Z,20.632894736842104,27.67235294117647,10.1,28,373.36688
INFINITI,QX60 AWD,SUV,3.5,6,AV7,Z,19.279918032786888,26.42865168539326,10.7,26,395.89764
INFINITI,QX60 HYBRID AWD,SUV,2.5,4,AV7,X,26.42865168539326,28.001785714285713,8.7,32,321.868
INFINITI,QX70 AWD,SUV,3.7,6,AS7,Z,16.110616438356164,21.982710280373833,12.8,22,473.14596
INFINITI,QX80 4WD,SUV,5.6,8,AS7,Z,13.918047337278107,19.76596638655462,14.7,19,543.95692
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,19.933474576271184,28.001785714285713,10.3,27,381.41358
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Z,19.933474576271184,28.001785714285713,10.3,27,381.41358
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Z,19.279918032786888,27.036206896551725,10.6,27,392.67896
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS8,Z,19.279918032786888,27.036206896551725,10.6,27,392.67896
JAGUAR,F-TYPE V8 R COUPE,TWO-SEATER,5.0,8,AS8,Z,15.681000000000001,23.06029411764706,12.8,22,473.14596
JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.681000000000001,23.06029411764706,12.8,22,473.14596
JAGUAR,XF,MID-SIZE,2.0,4,AS8,Z,19.123170731707315,28.684756097560978,10.5,27,389.46028
JAGUAR,XF AWD,MID-SIZE,3.0,6,AS8,Z,16.921942446043165,26.72897727272727,11.6,24,429.69378
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,14.981847133757963,22.83640776699029,13.2,21,489.23936
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,11.042957746478873,16.681914893617023,18.1,16,466.7086
JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,14.981847133757963,22.83640776699029,13.2,21,489.23936
JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Z,16.110616438356164,24.501562500000002,12.4,23,458.6619
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,14.887025316455695,23.06029411764706,13.3,21,492.45804
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,11.418203883495146,17.295220588235296,17.5,16,450.6152
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,16.001020408163267,24.501562500000002,12.5,23,463.48992
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,14.887025316455695,23.06029411764706,13.3,21,492.45804
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,11.418203883495146,17.295220588235296,17.5,16,450.6152
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,14.887025316455695,23.06029411764706,13.3,21,492.45804
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,14.887025316455695,23.06029411764706,13.3,21,492.45804
JAGUAR,XKR CONVERTIBLE,COMPACT,5.0,8,AS6,Z,14.793396226415094,21.579357798165137,13.6,21,503.72342
JAGUAR,XKR COUPE,COMPACT,5.0,8,AS6,Z,15.077884615384615,21.579357798165137,13.4,21,495.67672
JAGUAR,XKR-S CONVERTIBLE,COMPACT,5.0,8,AS6,Z,14.793396226415094,21.579357798165137,13.6,21,503.72342
JAGUAR,XKR-S COUPE,COMPACT,5.0,8,AS6,Z,15.077884615384615,21.579357798165137,13.4,21,495.67672
JEEP,CHEROKEE,SUV,2.4,4,A9,X,21.579357798165137,30.5474025974026,9.5,30,350.83612
JEEP,CHEROKEE FFV,SUV,2.4,4,A9,X,21.579357798165137,30.5474025974026,9.5,30,350.83612
JEEP,CHEROKEE FFV,SUV,2.4,4,A9,E,15.47467105263158,23.06029411764706,12.9,22,331.52404
JEEP,CHEROKEE,SUV,3.2,6,A9,X,20.632894736842104,29.03888888888889,9.9,29,366.92952
JEEP,CHEROKEE 4X4,SUV,2.4,4,A9,X,20.815486725663717,28.33915662650602,10.0,28,370.1482
JEEP,CHEROKEE 4X4 FFV,SUV,2.4,4,A9,X,20.815486725663717,28.33915662650602,10.0,28,370.1482
JEEP,CHEROKEE 4X4 FFV,SUV,2.4,4,A9,E,14.793396226415094,21.383181818181818,13.7,21,352.44546
JEEP,CHEROKEE 4X4,SUV,3.2,6,A9,X,20.277155172413796,27.67235294117647,10.2,28,378.1949
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV,2.4,4,A9,X,20.632894736842104,27.35058139534884,10.1,28,373.36688
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV,3.2,6,A9,X,18.667857142857144,26.42865168539326,10.9,26,403.94434
JEEP,CHEROKEE TRAILHAWK 4X4,SUV,2.4,4,A9,X,19.43925619834711,25.022872340425533,10.9,26,403.94434
JEEP,CHEROKEE TRAILHAWK 4X4,SUV,3.2,6,A9,X,19.279918032786888,26.135,10.8,26,399.11632
JEEP,COMPASS,SUV,2.0,4,AV,X,21.982710280373833,26.72897727272727,9.9,29,366.92952
JEEP,COMPASS,SUV,2.0,4,M5,X,23.06029411764706,30.15576923076923,9.2,31,341.18008
JEEP,COMPASS,SUV,2.4,4,A6,X,21.001339285714288,27.35058139534884,10.0,28,370.1482
JEEP,COMPASS,SUV,2.4,4,M5,X,23.06029411764706,28.684756097560978,9.3,30,344.39876
JEEP,COMPASS 4X4,SUV,2.4,4,A6,X,20.632894736842104,27.036206896551725,10.2,28,378.1949
JEEP,COMPASS 4X4,SUV,2.4,4,M5,X,22.190094339622643,27.35058139534884,9.7,29,358.88282
JEEP,COMPASS 4X4 TRAIL RATED,SUV,2.4,4,AV,X,20.103846153846156,22.83640776699029,11.1,25,410.3817
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV,3.0,6,A8,D,21.001339285714288,28.001785714285713,9.9,29,429.69378
JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A8,X,16.921942446043165,24.001530612244895,12.1,23,447.39652
JEEP,GRAND CHEROKEE 4X4 FFV,SUV,3.6,6,A8,E,13.288983050847458,18.09346153846154,15.6,18,402.335
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV,5.7,8,A8,X,13.596242774566473,20.453478260869566,14.7,19,543.95692
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV,6.4,8,A8,Z,12.714324324324325,18.667857142857144,15.8,18,584.19042
JEEP,PATRIOT,SUV,2.0,4,AV,X,21.982710280373833,26.72897727272727,9.9,29,366.92952
JEEP,PATRIOT,SUV,2.0,4,M5,X,23.06029411764706,30.15576923076923,9.2,31,341.18008
JEEP,PATRIOT,SUV,2.4,4,A6,X,21.001339285714288,27.35058139534884,10.0,28,370.1482
JEEP,PATRIOT,SUV,2.4,4,M5,X,23.06029411764706,28.684756097560978,9.3,30,344.39876
JEEP,PATRIOT 4X4,SUV,2.4,4,A6,X,20.632894736842104,27.036206896551725,10.2,28,378.1949
JEEP,PATRIOT 4X4,SUV,2.4,4,M5,X,22.190094339622643,27.35058139534884,9.7,29,358.88282
JEEP,PATRIOT 4X4 TRAIL RATED,SUV,2.4,4,AV,X,20.103846153846156,22.83640776699029,11.1,25,410.3817
JEEP,RENEGADE,SUV,1.4,4,M6,X,23.759090909090908,31.362000000000002,8.8,32,325.08668
JEEP,RENEGADE FFV,SUV,2.4,4,A9,X,21.779166666666665,30.5474025974026,9.4,30,347.61744
JEEP,RENEGADE FFV,SUV,2.4,4,A9,E,16.56443661971831,23.759090909090908,12.2,23,313.8213
JEEP,RENEGADE 4X4,SUV,1.4,4,M6,X,23.759090909090908,31.362000000000002,8.8,32,325.08668
JEEP,RENEGADE 4X4,SUV,2.4,4,A9,X,21.001339285714288,29.401875,9.8,29,362.1015
JEEP,WRANGLER 4X4,SUV,3.6,6,A5,X,16.681914893617023,21.190540540540542,12.8,22,473.14596
JEEP,WRANGLER 4X4,SUV,3.6,6,M6,X,16.56443661971831,21.383181818181818,12.8,22,473.14596
JEEP,WRANGLER UNLIMITED 4X4,SUV,3.6,6,A5,X,15.892905405405404,20.103846153846156,13.4,21,495.67672
JEEP,WRANGLER UNLIMITED 4X4,SUV,3.6,6,M6,X,15.681000000000001,20.632894736842104,13.4,21,495.67672
KIA,CADENZA,FULL-SIZE,3.3,6,AS6,X,18.520866141732284,28.001785714285713,10.7,26,395.89764
KIA,FORTE,MID-SIZE,1.8,4,AS6,X,26.72897727272727,38.559836065573776,7.6,37,281.6345
KIA,FORTE,MID-SIZE,1.8,4,M6,X,25.291935483870965,37.33571428571429,7.9,36,292.89988
KIA,FORTE,MID-SIZE,2.0,4,AS6,X,24.24896907216495,35.10671641791045,8.3,34,307.38394
KIA,FORTE,MID-SIZE,2.0,4,M6,X,24.001530612244895,34.08913043478261,8.5,33,315.43064
KIA,FORTE 5,FULL-SIZE,1.6,4,AS6,X,21.190540540540542,29.401875,9.7,29,358.88282
KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,21.190540540540542,28.684756097560978,9.8,29,362.1015
KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,24.759473684210526,32.66875,8.5,33,315.43064
KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,24.24896907216495,34.08913043478261,8.4,34,310.60262
KIA,FORTE KOUP,COMPACT,1.6,4,AS6,X,22.190094339622643,30.15576923076923,9.4,30,347.61744
KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,21.779166666666665,29.03888888888889,9.6,29,355.66414
KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,24.24896907216495,33.12887323943662,8.6,33,318.64932
KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,23.5215,31.78581081081081,8.8,32,325.08668
KIA,K900,FULL-SIZE,3.8,6,AS8,X,17.68533834586466,26.42865168539326,11.3,25,418.4284
KIA,K900,FULL-SIZE,5.0,8,AS8,Z,14.981847133757963,22.83640776699029,13.3,21,492.45804
KIA,OPTIMA,MID-SIZE,2.0,4,AS6,X,20.103846153846156,30.5474025974026,9.9,29,366.92952
KIA,OPTIMA,MID-SIZE,2.4,4,AS6,X,23.06029411764706,34.08913043478261,8.7,32,321.868
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,X,35.638636363636365,39.86694915254237,6.3,45,233.3543
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AS6,X,35.10671641791045,38.559836065573776,6.4,44,236.57298
KIA,RIO,COMPACT,1.6,4,AS6,X,26.72897727272727,37.33571428571429,7.7,37,284.85318
KIA,RIO,COMPACT,1.6,4,M6,X,27.036206896551725,36.75234375,7.7,37,284.85318
KIA,RIO ECO,COMPACT,1.6,4,AS6,X,27.67235294117647,37.33571428571429,7.6,37,281.6345
KIA,RONDO,SUV,2.0,4,AS6,X,22.190094339622643,30.94934210526316,9.3,30,344.39876
KIA,RONDO,SUV,2.0,4,M6,X,21.779166666666665,31.78581081081081,9.3,30,344.39876
KIA,SEDONA,VAN,3.3,6,AS6,X,17.819318181818183,24.24896907216495,11.6,24,429.69378
KIA,SEDONA SX,VAN,3.3,6,AS6,X,18.233720930232558,24.759473684210526,11.4,25,421.64708
KIA,SEDONA SXL,VAN,3.3,6,AS6,X,16.56443661971831,22.40142857142857,12.5,23,463.48992
KIA,SORENTO,SUV,2.4,4,AS6,X,19.933474576271184,27.036206896551725,10.4,27,384.63226
KIA,SORENTO,SUV,3.3,6,AS6,X,18.520866141732284,26.135,11.1,25,410.3817
KIA,SORENTO AWD,SUV,2.4,4,AS6,X,19.279918032786888,25.022872340425533,10.9,26,403.94434
KIA,SORENTO AWD,SUV,3.3,6,AS6,X,17.553358208955224,23.5215,11.8,24,436.13114
KIA,SOUL,SUV,1.6,4,AS6,X,24.001530612244895,30.15576923076923,8.9,32,329.9147
KIA,SOUL,SUV,1.6,4,M6,X,23.759090909090908,30.15576923076923,9.0,31,333.13338
KIA,SOUL,SUV,2.0,4,AS6,X,23.28861386138614,30.5474025974026,9.0,31,333.13338
KIA,SOUL ECO Dynamics,SUV,2.0,4,AS6,X,24.24896907216495,30.5474025974026,8.8,32,325.08668
KIA,SPORTAGE,SUV,2.4,4,AS6,X,20.632894736842104,28.33915662650602,10.0,28,370.1482
KIA,SPORTAGE,SUV,2.4,4,M6,X,18.233720930232558,25.56684782608696,11.3,25,418.4284
KIA,SPORTAGE AWD,SUV,2.0,4,AS6,X,18.667857142857144,24.24896907216495,11.3,25,418.4284
KIA,SPORTAGE AWD,SUV,2.4,4,AS6,X,19.60125,25.8478021978022,10.7,26,395.89764
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,10.595270270270271,18.520866141732284,17.9,16,663.04808
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,9.800625,16.221724137931034,19.7,14,729.03102
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,14.000892857142857,20.103846153846156,14.5,19,537.51956
LAMBORGHINI,VENENO ROADSTER,TWO-SEATER,6.5,12,AM7,Z,10.643212669683257,16.921942446043165,18.4,15,680.75082
LAND ROVER,LR2,SUV,2.0,4,AS6,Z,17.423333333333332,23.759090909090908,11.9,24,440.95916
LAND ROVER,LR4,SUV,3.0,6,AS8,Z,14.519444444444446,19.43925619834711,14.3,20,529.47286
LAND ROVER,RANGE ROVER,SUV,3.0,6,AS8,Z,16.921942446043165,22.61682692307692,12.3,23,455.44322
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV,5.0,8,AS8,Z,13.67529069767442,18.8172,15.1,19,558.44098
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV,5.0,8,AS8,E,9.4086,13.918047337278107,21.4,13,550.39428
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV,5.0,8,AS8,Z,13.67529069767442,18.8172,15.1,19,558.44098
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV,5.0,8,AS8,E,9.4086,13.918047337278107,21.4,13,550.39428
LAND ROVER,RANGE ROVER EVOQUE,SUV,2.0,4,AS9,Z,20.815486725663717,29.77405063291139,9.7,29,358.88282
LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV,2.0,4,AS9,Z,20.815486725663717,29.77405063291139,9.7,29,358.88282
LAND ROVER,RANGE ROVER SPORT,SUV,3.0,6,AS8,Z,16.80107142857143,22.40142857142857,12.4,23,458.6619
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV,5.0,8,AS8,Z,14.16957831325301,19.123170731707315,14.7,19,543.95692
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV,5.0,8,AS8,E,9.800625,14.16957831325301,20.7,14,532.69154
LEXUS,CT 200h,COMPACT,1.8,4,AV,X,42.766363636363636,39.86694915254237,5.7,50,210.82354
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,40.55431034482759,38.559836065573776,5.9,48,218.87024
LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,20.815486725663717,31.362000000000002,9.6,29,355.66414
LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,19.123170731707315,27.67235294117647,10.6,27,392.67896
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,18.667857142857144,25.8478021978022,11.0,26,407.16302
LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,29.401875,34.08913043478261,7.5,38,276.80648
LEXUS,GX 460,SUV,4.6,8,AS6,Z,14.981847133757963,20.103846153846156,13.9,20,514.9888
LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,21.190540540540542,30.15576923076923,9.6,29,355.66414
LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,19.933474576271184,27.036206896551725,10.4,27,384.63226
LEXUS,IS 250 C,COMPACT,2.5,6,AS6,Z,21.001339285714288,30.15576923076923,9.6,29,355.66414
LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,19.123170731707315,27.67235294117647,10.6,27,392.67896
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,18.667857142857144,25.8478021978022,11.0,26,407.16302
LEXUS,IS 350 C,COMPACT,3.5,6,AS6,Z,19.279918032786888,27.036206896551725,10.6,27,392.67896
LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,16.334375,24.501562500000002,12.3,23,455.44322
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.47467105263158,23.06029411764706,12.9,22,477.97398
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.47467105263158,23.06029411764706,12.9,22,477.97398
LEXUS,LS 600h L,MID-SIZE,5.0,8,AV8,Z,18.520866141732284,23.28861386138614,11.5,25,424.86576
LEXUS,LX 570,SUV,5.7,8,AS6,Z,12.379736842105263,17.295220588235296,16.6,17,614.76788
LEXUS,NX 200t AWD,SUV,2.0,4,AS6,Z,22.190094339622643,28.001785714285713,9.6,29,355.66414
LEXUS,NX 200t AWD F SPORT,SUV,2.0,4,AS6,Z,21.779166666666665,26.72897727272727,9.9,29,366.92952
LEXUS,NX 300h AWD,SUV,2.5,4,AV6,X,33.12887323943662,30.5474025974026,7.4,38,273.5878
LEXUS,RC 350,COMPACT,3.5,6,AS8,Z,19.123170731707315,27.67235294117647,10.6,27,392.67896
LEXUS,RC 350 AWD,COMPACT,3.5,6,AS6,Z,18.667857142857144,25.8478021978022,11.0,26,407.16302
LEXUS,RC F,COMPACT,5.0,8,AS8,Z,15.47467105263158,24.759473684210526,12.6,22,466.7086
LEXUS,RX 350 AWD,SUV,3.5,6,AS6,X,17.68533834586466,24.001530612244895,11.7,24,432.91246
LEXUS,RX 350 AWD,SUV,3.5,6,AS8,X,18.520866141732284,25.8478021978022,11.1,25,410.3817
LEXUS,RX 450h AWD,SUV,3.5,6,AV6,Z,29.401875,27.67235294117647,8.2,34,304.16526
LINCOLN,MKC AWD,SUV,2.0,4,AS6,X,18.968951612903226,26.135,10.9,26,403.94434
LINCOLN,MKC AWD,SUV,2.3,4,AS6,X,18.233720930232558,25.56684782608696,11.2,25,415.20972
LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,X,16.921942446043165,24.759473684210526,11.9,24,440.95916
LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,17.955343511450383,26.135,11.2,25,415.20972
LINCOLN,MKT AWD,SUV,3.5,6,AS6,X,16.110616438356164,22.61682692307692,12.8,22,473.14596
LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS6,X,20.453478260869566,28.001785714285713,10.1,28,373.36688
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,16.681914893617023,23.5215,12.2,23,452.22454
LINCOLN,MKX AWD,SUV,3.7,6,AS6,X,17.168978102189783,22.83640776699029,12.1,23,447.39652
LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,22.40142857142857,33.60214285714286,8.9,32,329.9147
LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,17.955343511450383,25.56684782608696,11.3,25,418.4284
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,41.26578947368421,39.2025,5.8,49,214.04222
LINCOLN,NAVIGATOR 4X4,SUV,3.5,6,AS6,X,14.519444444444446,19.933474576271184,14.2,20,526.25418
LINCOLN,NAVIGATOR L 4X4,SUV,3.5,6,AS6,X,14.609627329192545,19.123170731707315,14.4,20,532.69154
MASERATI,GHIBLI,MID-SIZE,3.0,6,AS8,Z,15.47467105263158,24.501562500000002,12.7,22,469.92728
MASERATI,GHIBLI AWD,MID-SIZE,3.0,6,AS8,Z,15.077884615384615,24.759473684210526,12.8,22,473.14596
MASERATI,GRANTURISMO,COMPACT,4.7,8,AS6,Z,12.9239010989011,20.632894736842104,15.1,19,558.44098
MASERATI,GRANTURISMO CONVERTIBLE,COMPACT,4.7,8,AS6,Z,12.9239010989011,20.277155172413796,15.2,19,563.269
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,13.440857142857142,21.982710280373833,14.5,19,537.51956
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS8,Z,14.981847133757963,24.24896907216495,13.0,22,481.19266
MAZDA,CX-5,SUV,2.0,4,AS6,X,26.42865168539326,32.22123287671233,8.2,34,304.16526
MAZDA,CX-5,SUV,2.0,4,M6,X,26.135,34.59044117647059,8.0,35,296.11856
MAZDA,CX-5,SUV,2.5,4,AS6,X,24.501562500000002,31.78581081081081,8.6,33,318.64932
