,Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,VehClass,Smog Rating,CityMPG,HwyMPG,CmbMPG,Greenhouse Gas Score,SmartWay,year,Cert Region,Air Pollution Score,CO2Emissions(g/m)
168,JAGUAR I-PACE EV400 (20 inch tires),0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NJLXT00.0TZA,SUV,0,78,71,75,10,Elite,2022,FA,10,2.340916584
169,JAGUAR I-PACE EV400 (20 inch tires),0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NJLXT00.0TZA,SUV,0,78,71,75,10,Elite,2022,CA,10,2.340916584
170,JAGUAR I-PACE EV400 (22 inch tire),0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NJLXT00.0TZA,SUV,0,78,71,75,10,Elite,2022,FA,10,2.340916584
171,JAGUAR I-PACE EV400 (22 inch tire),0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NJLXT00.0TZA,SUV,0,78,71,75,10,Elite,2022,CA,10,2.340916584
172,JAGUAR I-PACE EV400 SDS,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NJLXT00.0TZA,SUV,0,79,71,75,10,Elite,2022,FA,10,2.340916584
173,JAGUAR I-PACE EV400 SDS,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NJLXT00.0TZA,SUV,0,79,71,75,10,Elite,2022,CA,10,2.340916584
178,KIA EV6,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NKMXV00.0101,VAN,0,136,100,117,10,Elite,2022,FA,10,3.297065612
179,KIA EV6,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NKMXV00.0101,VAN,0,136,100,117,10,Elite,2022,CA,10,3.297065612
180,KIA EV6,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NKMXV00.0102,VAN,0,134,101,117,10,Elite,2022,FA,10,3.330036268
181,KIA EV6,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NKMXV00.0102,VAN,0,134,101,117,10,Elite,2022,CA,10,3.330036268
182,KIA EV6,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NKMXV00.0100,VAN,0,116,94,105,10,Elite,2022,FA,10,3.099241675
183,KIA EV6,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NKMXV00.0100,VAN,0,116,94,105,10,Elite,2022,CA,10,3.099241675
188,KIA Niro Electric,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NKMXV00.0L41,VAN,0,123,102,112,10,Elite,2022,FA,10,3.363006924
189,KIA Niro Electric,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NKMXV00.0L41,VAN,0,123,102,112,10,Elite,2022,CA,10,3.363006924
220,"LUCID Air Dream P AWD w/19"" wheels",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,FULL-SIZE,0,117,114,116,10,Elite,2022,FA,10,3.758654797
221,"LUCID Air Dream P AWD w/19"" wheels",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NLMUV00.0ZA2,FULL-SIZE,0,117,114,116,10,Elite,2022,CA,10,3.758654797
222,"LUCID Air Dream P AWD w/21"" wheels",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,FULL-SIZE,0,110,111,111,10,Elite,2022,FA,10,3.659742829
223,"LUCID Air Dream P AWD w/21"" wheels",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NLMUV00.0ZA2,FULL-SIZE,0,110,111,111,10,Elite,2022,CA,10,3.659742829
224,"LUCID Air Dream R AWD w/19"" wheels",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,FULL-SIZE,0,126,125,125,10,Elite,2022,FA,10,4.121332015
225,"LUCID Air Dream R AWD w/19"" wheels",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NLMUV00.0ZA2,FULL-SIZE,0,126,125,125,10,Elite,2022,CA,10,4.121332015
226,"LUCID Air Dream R AWD w/21"" wheels",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,FULL-SIZE,0,115,117,116,10,Elite,2022,FA,10,3.857566766
227,"LUCID Air Dream R AWD w/21"" wheels",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NLMUV00.0ZA2,FULL-SIZE,0,115,117,116,10,Elite,2022,CA,10,3.857566766
228,"LUCID Air G Touring AWD w/19"" wheels",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,FULL-SIZE,0,130,132,131,10,Elite,2022,FA,10,4.352126607
229,"LUCID Air G Touring AWD w/19"" wheels",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NLMUV00.0ZA2,FULL-SIZE,0,130,132,131,10,Elite,2022,CA,10,4.352126607
230,"LUCID Air G Touring AWD w/21"" wheels",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,FULL-SIZE,0,121,122,121,10,Elite,2022,FA,10,4.022420046
231,"LUCID Air G Touring AWD w/21"" wheels",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NLMUV00.0ZA2,FULL-SIZE,0,121,122,121,10,Elite,2022,CA,10,4.022420046
234,MAZDA MX-30,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTKXV00.0AZA,MID-SIZE,0,98,85,92,10,Elite,2022,FA,10,2.80250577
235,MAZDA MX-30,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NTKXV00.0AZA,MID-SIZE,0,98,85,92,10,Elite,2022,CA,10,2.80250577
236,MERCEDES-BENZ AMG EQS 4MATIC+,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NMBXV00.0ED3,FULL-SIZE,0,76,78,77,10,Elite,2022,FA,10,2.571711177
237,MERCEDES-BENZ AMG EQS 4MATIC+,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NMBXV00.0ED3,FULL-SIZE,0,76,78,77,10,Elite,2022,CA,10,2.571711177
238,MERCEDES-BENZ EQS 450+,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NMBXV00.0ED1,FULL-SIZE,0,97,97,97,10,Elite,2022,FA,10,3.198153643
239,MERCEDES-BENZ EQS 450+,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NMBXV00.0ED1,FULL-SIZE,0,97,97,97,10,Elite,2022,CA,10,3.198153643
240,MERCEDES-BENZ EQS 580 4Matic,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NMBXV00.0ED2,FULL-SIZE,0,91,98,94,10,Elite,2022,FA,10,3.231124299
241,MERCEDES-BENZ EQS 580 4Matic,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NMBXV00.0ED2,FULL-SIZE,0,91,98,94,10,Elite,2022,CA,10,3.231124299
252,MINI Cooper SE Hardtop,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NBMXV00.0F5B,COMPACT,0,119,100,110,10,Elite,2022,FA,10,3.297065612
253,MINI Cooper SE Hardtop,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NBMXV00.0F5B,COMPACT,0,119,100,110,10,Elite,2022,CA,10,3.297065612
264,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NNSXV0000TL2,MID-SIZE,0,123,99,111,10,Elite,2022,FA,10,3.264094955
265,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NNSXV0000TL2,MID-SIZE,0,123,99,111,10,Elite,2022,CA,10,3.264094955
266,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NNSXV0000TS3,MID-SIZE,0,118,97,108,10,Elite,2022,FA,10,3.198153643
267,NISSAN Leaf,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NNSXV0000TS3,MID-SIZE,0,118,97,108,10,Elite,2022,CA,10,3.198153643
268,NISSAN Leaf SV/SL,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NNSXV0000TS3,MID-SIZE,0,114,94,104,10,Elite,2022,FA,10,3.099241675
269,NISSAN Leaf SV/SL,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NNSXV0000TS3,MID-SIZE,0,114,94,104,10,Elite,2022,CA,10,3.099241675
276,POLESTAR 2 Dual Motor,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVVXV00.0Z0A,MID-SIZE,0,94,84,89,10,Elite,2022,FA,10,2.769535114
277,POLESTAR 2 Dual Motor,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVVXV00.0Z0A,MID-SIZE,0,94,84,89,10,Elite,2022,CA,10,2.769535114
278,POLESTAR 2 Single Motor,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVVXV00.0Z0B,MID-SIZE,0,113,100,107,10,Elite,2022,FA,10,3.297065612
279,POLESTAR 2 Single Motor,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NVVXV00.0Z0B,MID-SIZE,0,113,100,107,10,Elite,2022,CA,10,3.297065612
280,PORSCHE Taycan 4 Cross Turismo,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,MID-SIZE,0,76,77,76,10,Elite,2022,FA,10,2.538740521
281,PORSCHE Taycan 4 Cross Turismo,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,MID-SIZE,0,76,77,76,10,Elite,2022,CA,10,2.538740521
282,PORSCHE Taycan 4S Cross Turismo,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,MID-SIZE,0,75,75,75,10,Elite,2022,FA,10,2.472799209
283,PORSCHE Taycan 4S Cross Turismo,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,MID-SIZE,0,75,75,75,10,Elite,2022,CA,10,2.472799209
284,PORSCHE Taycan 4S Perf Battery,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,COMPACT,0,79,80,79,10,Elite,2022,FA,10,2.637652489
285,PORSCHE Taycan 4S Perf Battery,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,COMPACT,0,79,80,79,10,Elite,2022,CA,10,2.637652489
286,PORSCHE Taycan 4S Perf Battery Plus,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,COMPACT,0,75,81,77,10,Elite,2022,FA,10,2.670623145
287,PORSCHE Taycan 4S Perf Battery Plus,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,COMPACT,0,75,81,77,10,Elite,2022,CA,10,2.670623145
288,PORSCHE Taycan GTS,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,COMPACT,0,83,82,83,10,Elite,2022,FA,10,2.703593802
289,PORSCHE Taycan GTS,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,COMPACT,0,83,82,83,10,Elite,2022,CA,10,2.703593802
290,PORSCHE Taycan GTS ST,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,COMPACT,0,80,80,80,10,Elite,2022,FA,10,2.637652489
291,PORSCHE Taycan GTS ST,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,COMPACT,0,80,80,80,10,Elite,2022,CA,10,2.637652489
292,PORSCHE Taycan Perf Battery,0,0,Auto-2,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVB,COMPACT,0,76,84,79,10,Elite,2022,FA,10,2.769535114
293,PORSCHE Taycan Perf Battery,0,0,Auto-2,2WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVB,COMPACT,0,76,84,79,10,Elite,2022,CA,10,2.769535114
294,PORSCHE Taycan Perf Battery Plus,0,0,Auto-2,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVB,COMPACT,0,47,42,45,10,Elite,2022,FA,10,1.384767557
295,PORSCHE Taycan Perf Battery Plus,0,0,Auto-2,2WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVB,COMPACT,0,47,42,45,10,Elite,2022,CA,10,1.384767557
296,PORSCHE Taycan Turbo,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,COMPACT,0,71,75,73,10,Elite,2022,FA,10,2.472799209
297,PORSCHE Taycan Turbo,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,COMPACT,0,71,75,73,10,Elite,2022,CA,10,2.472799209
298,PORSCHE Taycan Turbo Cross Turismo,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,MID-SIZE,0,72,72,72,10,Elite,2022,FA,10,2.37388724
299,PORSCHE Taycan Turbo Cross Turismo,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,MID-SIZE,0,72,72,72,10,Elite,2022,CA,10,2.37388724
300,PORSCHE Taycan Turbo S,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,COMPACT,0,69,71,70,10,Elite,2022,FA,10,2.340916584
301,PORSCHE Taycan Turbo S,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,COMPACT,0,69,71,70,10,Elite,2022,CA,10,2.340916584
302,PORSCHE Taycan Turbo S Cross Turismo,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NPRXV00.0EVT,MID-SIZE,0,74,73,73,10,Elite,2022,FA,10,2.406857896
303,PORSCHE Taycan Turbo S Cross Turismo,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NPRXV00.0EVT,MID-SIZE,0,74,73,73,10,Elite,2022,CA,10,2.406857896
304,RIVIAN R1S,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NRIVT00.0194,SUV,0,73,65,69,10,Elite,2022,FA,10,2.143092648
305,RIVIAN R1S,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NRIVT00.0194,SUV,0,73,65,69,10,Elite,2022,CA,10,2.143092648
306,RIVIAN R1T,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NRIVT00.0194,TRUCK,0,74,66,70,10,Elite,2022,FA,10,2.176063304
307,RIVIAN R1T,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NRIVT00.0194,TRUCK,0,74,66,70,10,Elite,2022,CA,10,2.176063304
313,TESLA Model 3,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L13,MID-SIZE,0,138,126,132,10,Elite,2022,FA,10,4.154302671
314,TESLA Model 3,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L13,MID-SIZE,0,138,126,132,10,Elite,2022,CA,10,4.154302671
315,TESLA Model 3 Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L23,MID-SIZE,0,134,126,131,10,Elite,2022,FA,10,4.154302671
316,TESLA Model 3 Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L23,MID-SIZE,0,134,126,131,10,Elite,2022,CA,10,4.154302671
317,TESLA Model 3 Performance,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L23,MID-SIZE,0,118,107,113,10,Elite,2022,FA,10,3.527860204
318,TESLA Model 3 Performance,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L23,MID-SIZE,0,118,107,113,10,Elite,2022,CA,10,3.527860204
319,TESLA Model S,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2S,FULL-SIZE,0,124,115,120,10,Elite,2022,FA,10,3.791625453
320,TESLA Model S,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L2S,FULL-SIZE,0,124,115,120,10,Elite,2022,CA,10,3.791625453
321,"TESLA Model S Plaid (19"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L3S,FULL-SIZE,0,119,112,116,10,Elite,2022,FA,10,3.692713485
322,"TESLA Model S Plaid (19"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L3S,FULL-SIZE,0,119,112,116,10,Elite,2022,CA,10,3.692713485
323,"TESLA Model S Plaid (21"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L3S,FULL-SIZE,0,102,99,101,10,Elite,2022,FA,10,3.264094955
324,"TESLA Model S Plaid (21"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L3S,FULL-SIZE,0,102,99,101,10,Elite,2022,CA,10,3.264094955
325,TESLA Model X,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2X,SUV,0,107,97,102,10,Elite,2022,FA,10,3.198153643
326,TESLA Model X,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L2X,SUV,0,107,97,102,10,Elite,2022,CA,10,3.198153643
327,"TESLA Model X Plaid (20"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L3X,SUV,0,103,93,98,10,Elite,2022,FA,10,3.066271019
328,"TESLA Model X Plaid (20"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L3X,SUV,0,103,93,98,10,Elite,2022,CA,10,3.066271019
329,"TESLA Model X Plaid (22"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L3X,SUV,0,94,88,91,10,Elite,2022,FA,10,2.901417738
330,"TESLA Model X Plaid (22"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L3X,SUV,0,94,88,91,10,Elite,2022,CA,10,2.901417738
331,TESLA Model Y,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L1Y,SUV,0,140,119,129,10,Elite,2022,FA,10,3.923508078
332,TESLA Model Y,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L1Y,SUV,0,140,119,129,10,Elite,2022,CA,10,3.923508078
333,TESLA Model Y,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2Y,SUV,0,129,116,123,10,Elite,2022,FA,10,3.824596109
334,TESLA Model Y,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L2Y,SUV,0,129,116,123,10,Elite,2022,CA,10,3.824596109
335,TESLA Model Y Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2Y,SUV,0,127,117,122,10,Elite,2022,FA,10,3.857566766
336,TESLA Model Y Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L2Y,SUV,0,127,117,122,10,Elite,2022,CA,10,3.857566766
337,TESLA Model Y Performance,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NTSLV00.0L2Y,SUV,0,115,106,111,10,Elite,2022,FA,10,3.494889548
338,TESLA Model Y Performance,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NTSLV00.0L2Y,SUV,0,115,106,111,10,Elite,2022,CA,10,3.494889548
377,TOYOTA Mirai LE,0,0,CVT,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,NTYXV00.0DA7,COMPACT,0,76,71,74,10,Elite,2022,FA,10,2.340916584
378,TOYOTA Mirai LE,0,0,CVT,2WD,Hydrogen,0,ZEV,California ZEV,NTYXV00.0DA7,COMPACT,0,76,71,74,10,Elite,2022,CA,10,2.340916584
379,TOYOTA Mirai Limited,0,0,CVT,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,NTYXV00.0DA7,COMPACT,0,67,64,65,10,Elite,2022,FA,10,2.110121991
380,TOYOTA Mirai Limited,0,0,CVT,2WD,Hydrogen,0,ZEV,California ZEV,NTYXV00.0DA7,COMPACT,0,67,64,65,10,Elite,2022,CA,10,2.110121991
381,TOYOTA Mirai XLE,0,0,CVT,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,NTYXV00.0DA7,COMPACT,0,76,71,74,10,Elite,2022,FA,10,2.340916584
382,TOYOTA Mirai XLE,0,0,CVT,2WD,Hydrogen,0,ZEV,California ZEV,NTYXV00.0DA7,COMPACT,0,76,71,74,10,Elite,2022,CA,10,2.340916584
401,VOLKSWAGEN ID.4 AWD Pro,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0VZA,SUV,0,106,96,101,10,Elite,2022,FA,10,3.165182987
402,VOLKSWAGEN ID.4 AWD Pro,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0VZA,SUV,0,106,96,101,10,Elite,2022,CA,10,3.165182987
403,VOLKSWAGEN ID.4 AWD Pro S,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0VZA,SUV,0,100,90,95,10,Elite,2022,FA,10,2.96735905
404,VOLKSWAGEN ID.4 AWD Pro S,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0VZA,SUV,0,100,90,95,10,Elite,2022,CA,10,2.96735905
405,VOLKSWAGEN ID.4 Pro,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0VZR,SUV,0,121,102,112,10,Elite,2022,FA,10,3.363006924
406,VOLKSWAGEN ID.4 Pro,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NVGAT00.0VZR,SUV,0,121,102,112,10,Elite,2022,CA,10,3.363006924
407,VOLKSWAGEN ID.4 Pro S,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0VZR,SUV,0,115,97,106,10,Elite,2022,FA,10,3.198153643
408,VOLKSWAGEN ID.4 Pro S,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NVGAT00.0VZR,SUV,0,115,97,106,10,Elite,2022,CA,10,3.198153643
415,VOLVO C40 Recharge twin,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVVXV00.0Z0A,SUV,0,94,80,87,10,Elite,2022,FA,10,2.637652489
416,VOLVO C40 Recharge twin,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVVXV00.0Z0A,SUV,0,94,80,87,10,Elite,2022,CA,10,2.637652489
429,VOLVO XC40 Recharge twin,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVVXV00.0Z0A,SUV,0,92,79,85,10,Elite,2022,FA,10,2.604681833
430,VOLVO XC40 Recharge twin,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVVXV00.0Z0A,SUV,0,92,79,85,10,Elite,2022,CA,10,2.604681833
