,Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,VehClass,Smog Rating,CityMPG,HwyMPG,CmbMPG,Greenhouse Gas Score,SmartWay,year,Cert Region,Air Pollution Score,CO2Emissions(g/m)
221,PORSCHE Taycan 4S Perf Battery,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,FULL-SIZE,0,79,80,79,10,Elite,2021,FA,10,2.637652489
222,PORSCHE Taycan 4S Perf Battery,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,MPRXV00.0EVT,FULL-SIZE,0,79,80,79,10,Elite,2021,CA,10,2.637652489
223,PORSCHE Taycan 4S Perf Battery Plus,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,FULL-SIZE,0,75,81,77,10,Elite,2021,FA,10,2.670623145
224,PORSCHE Taycan 4S Perf Battery Plus,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,MPRXV00.0EVT,FULL-SIZE,0,75,81,77,10,Elite,2021,CA,10,2.670623145
225,PORSCHE Taycan Perf Battery,0,0,Auto-2,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,COMPACT,0,76,84,79,10,Elite,2021,FA,10,2.769535114
226,PORSCHE Taycan Perf Battery,0,0,Auto-2,2WD,Electricity,0,ZEV,California ZEV,MPRXV00.0EVT,COMPACT,0,76,84,79,10,Elite,2021,CA,10,2.769535114
227,PORSCHE Taycan Perf Battery Plus,0,0,Auto-2,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,COMPACT,0,71,80,75,10,Elite,2021,FA,10,2.637652489
228,PORSCHE Taycan Perf Battery Plus,0,0,Auto-2,2WD,Electricity,0,ZEV,California ZEV,MPRXV00.0EVT,COMPACT,0,71,80,75,10,Elite,2021,CA,10,2.637652489
229,PORSCHE Taycan Turbo,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,FULL-SIZE,0,71,75,73,10,Elite,2021,FA,10,2.472799209
230,PORSCHE Taycan Turbo,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,MPRXV00.0EVT,FULL-SIZE,0,71,75,73,10,Elite,2021,CA,10,2.472799209
231,PORSCHE Taycan Turbo Cross Turismo,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,MID-SIZE,0,72,72,72,10,Elite,2021,FA,10,2.37388724
232,PORSCHE Taycan Turbo Cross Turismo,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,MPRXV00.0EVT,MID-SIZE,0,72,72,72,10,Elite,2021,CA,10,2.37388724
233,PORSCHE Taycan Turbo S,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,FULL-SIZE,0,69,71,70,10,Elite,2021,FA,10,2.340916584
234,PORSCHE Taycan Turbo S,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,MPRXV00.0EVT,FULL-SIZE,0,69,71,70,10,Elite,2021,CA,10,2.340916584
235,PORSCHE Taycan Turbo S Cross Turismo,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,MID-SIZE,0,74,73,73,10,Elite,2021,FA,10,2.406857896
236,PORSCHE Taycan Turbo S Cross Turismo,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,MPRXV00.0EVT,MID-SIZE,0,74,73,73,10,Elite,2021,CA,10,2.406857896
243,TESLA Model 3 Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L23,MID-SIZE,0,141,127,134,10,Elite,2021,FA,10,4.187273327
244,TESLA Model 3 Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L23,MID-SIZE,0,141,127,134,10,Elite,2021,CA,10,4.187273327
245,TESLA Model 3 Performance,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L23,MID-SIZE,0,118,107,113,10,Elite,2021,FA,10,3.527860204
246,TESLA Model 3 Performance,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L23,MID-SIZE,0,118,107,113,10,Elite,2021,CA,10,3.527860204
247,TESLA Model 3 Standard Range Plus,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L13,MID-SIZE,0,149,132,141,10,Elite,2021,FA,10,4.352126607
248,TESLA Model 3 Standard Range Plus,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L13,MID-SIZE,0,149,132,141,10,Elite,2021,CA,10,4.352126607
249,TESLA Model S Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2S,FULL-SIZE,0,124,115,120,10,Elite,2021,FA,10,3.791625453
250,TESLA Model S Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2S,FULL-SIZE,0,124,115,120,10,Elite,2021,CA,10,3.791625453
251,TESLA Model S Long Range Plus,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2S,FULL-SIZE,0,116,109,113,10,Elite,2021,FA,10,3.593801517
252,TESLA Model S Long Range Plus,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2S,FULL-SIZE,0,116,109,113,10,Elite,2021,CA,10,3.593801517
253,"TESLA Model S Performance (19"")",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2S,FULL-SIZE,0,114,106,110,10,Elite,2021,FA,10,3.494889548
254,"TESLA Model S Performance (19"")",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2S,FULL-SIZE,0,114,106,110,10,Elite,2021,CA,10,3.494889548
255,"TESLA Model S Performance (21"")",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2S,FULL-SIZE,0,98,93,96,10,Elite,2021,FA,10,3.066271019
256,"TESLA Model S Performance (21"")",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2S,FULL-SIZE,0,98,93,96,10,Elite,2021,CA,10,3.066271019
257,"TESLA Model S Plaid (19"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L3S,FULL-SIZE,0,119,112,116,10,Elite,2021,FA,10,3.692713485
258,"TESLA Model S Plaid (19"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L3S,FULL-SIZE,0,119,112,116,10,Elite,2021,CA,10,3.692713485
259,"TESLA Model S Plaid (21"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L3S,FULL-SIZE,0,102,99,101,10,Elite,2021,FA,10,3.264094955
260,"TESLA Model S Plaid (21"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L3S,FULL-SIZE,0,102,99,101,10,Elite,2021,CA,10,3.264094955
261,TESLA Model X Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2X,SUV,0,107,97,102,10,Elite,2021,FA,10,3.198153643
262,TESLA Model X Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2X,SUV,0,107,97,102,10,Elite,2021,CA,10,3.198153643
263,TESLA Model X Long Range Plus,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2X,SUV,0,109,101,105,10,Elite,2021,FA,10,3.330036268
264,TESLA Model X Long Range Plus,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2X,SUV,0,109,101,105,10,Elite,2021,CA,10,3.330036268
265,"TESLA Model X Performance (20"")",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2X,SUV,0,100,95,97,10,Elite,2021,FA,10,3.132212331
266,"TESLA Model X Performance (20"")",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2X,SUV,0,100,95,97,10,Elite,2021,CA,10,3.132212331
267,"TESLA Model X Performance (22"")",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2X,SUV,0,89,83,86,10,Elite,2021,FA,10,2.736564458
268,"TESLA Model X Performance (22"")",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2X,SUV,0,89,83,86,10,Elite,2021,CA,10,2.736564458
269,TESLA Model Y Long Range,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2Y,SUV,0,128,116,122,10,Elite,2021,FA,10,3.824596109
270,TESLA Model Y Long Range,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2Y,SUV,0,128,116,122,10,Elite,2021,CA,10,3.824596109
271,TESLA Model Y Performance,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L2Y,SUV,0,115,106,111,10,Elite,2021,FA,10,3.494889548
272,TESLA Model Y Performance,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L2Y,SUV,0,115,106,111,10,Elite,2021,CA,10,3.494889548
273,TESLA Model Y Standard Range,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MTSLV00.0L1Y,SUV,0,140,119,129,10,Elite,2021,FA,10,3.923508078
274,TESLA Model Y Standard Range,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,MTSLV00.0L1Y,SUV,0,140,119,129,10,Elite,2021,CA,10,3.923508078
311,TOYOTA Mirai Limited,0,0,CVT,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,MTYXV00.0DA7,COMPACT,0,67,64,65,10,Elite,2021,FA,10,2.110121991
312,TOYOTA Mirai Limited,0,0,CVT,2WD,Hydrogen,0,ZEV,California ZEV,MTYXV00.0DA7,COMPACT,0,67,64,65,10,Elite,2021,CA,10,2.110121991
313,TOYOTA Mirai XLE,0,0,CVT,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,MTYXV00.0DA7,COMPACT,0,76,71,74,10,Elite,2021,FA,10,2.340916584
314,TOYOTA Mirai XLE,0,0,CVT,2WD,Hydrogen,0,ZEV,California ZEV,MTYXV00.0DA7,COMPACT,0,76,71,74,10,Elite,2021,CA,10,2.340916584
337,VOLKSWAGEN ID.4 1st,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MVGAT00.0VZR,SUV,0,104,89,97,10,Elite,2021,FA,10,2.934388394
338,VOLKSWAGEN ID.4 1st,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,MVGAT00.0VZR,SUV,0,104,89,97,10,Elite,2021,CA,10,2.934388394
339,VOLKSWAGEN ID.4 AWD Pro,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MVGAT00.0VZR,SUV,0,102,90,97,10,Elite,2021,FA,10,2.96735905
340,VOLKSWAGEN ID.4 AWD Pro,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MVGAT00.0VZR,SUV,0,102,90,97,10,Elite,2021,CA,10,2.96735905
341,VOLKSWAGEN ID.4 AWD Pro S,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MVGAT00.0VZR,SUV,0,98,88,93,10,Elite,2021,FA,10,2.901417738
342,VOLKSWAGEN ID.4 AWD Pro S,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MVGAT00.0VZR,SUV,0,98,88,93,10,Elite,2021,CA,10,2.901417738
343,VOLKSWAGEN ID.4 Pro,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MVGAT00.0VZR,SUV,0,107,91,99,10,Elite,2021,FA,10,3.000329707
344,VOLKSWAGEN ID.4 Pro,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,MVGAT00.0VZR,SUV,0,107,91,99,10,Elite,2021,CA,10,3.000329707
345,VOLKSWAGEN ID.4 Pro S,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MVGAT00.0VZR,SUV,0,104,89,97,10,Elite,2021,FA,10,2.934388394
346,VOLKSWAGEN ID.4 Pro S,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,MVGAT00.0VZR,SUV,0,104,89,97,10,Elite,2021,CA,10,2.934388394
357,VOLVO XC40 BEV,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,MVVXV00.0Z0A,SUV,0,85,72,79,10,Elite,2021,FA,10,2.37388724
358,VOLVO XC40 BEV,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,MVVXV00.0Z0A,SUV,0,85,72,79,10,Elite,2021,CA,10,2.37388724
6,AUDI Q4 e-tron Sportback quattro,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0NZ5,SUV,0,100,89,95,10,Elite,2022,FA,10,2.934388394
7,AUDI Q4 e-tron Sportback quattro,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0NZ5,SUV,0,100,89,95,10,Elite,2022,CA,10,2.934388394
8,AUDI Q4 e-tron quattro,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0NZ5,SUV,0,100,89,95,10,Elite,2022,FA,10,2.934388394
9,AUDI Q4 e-tron quattro,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0NZ5,SUV,0,100,89,95,10,Elite,2022,CA,10,2.934388394
12,AUDI RS e-tron GT,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAV00.0AZG,MID-SIZE,0,79,82,81,10,Elite,2022,FA,10,2.703593802
13,AUDI RS e-tron GT,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NVGAV00.0AZG,MID-SIZE,0,79,82,81,10,Elite,2022,CA,10,2.703593802
14,AUDI e-tron GT,0,0,Auto-2,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAV00.0AZG,MID-SIZE,0,81,83,82,10,Elite,2022,FA,10,2.736564458
15,AUDI e-tron GT,0,0,Auto-2,4WD,Electricity,0,ZEV,California ZEV,NVGAV00.0AZG,MID-SIZE,0,81,83,82,10,Elite,2022,CA,10,2.736564458
16,"AUDI e-tron S (20"" wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZS,SUV,0,72,75,73,10,Elite,2022,FA,10,2.472799209
17,"AUDI e-tron S (20"" wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0AZS,SUV,0,72,75,73,10,Elite,2022,CA,10,2.472799209
18,"AUDI e-tron S (21"" or 22"" wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZS,SUV,0,62,64,63,10,Elite,2022,FA,10,2.110121991
19,"AUDI e-tron S (21"" or 22"" wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0AZS,SUV,0,62,64,63,10,Elite,2022,CA,10,2.110121991
20,"AUDI e-tron S Sportback (20"" wheel)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZS,SUV,0,73,78,75,10,Elite,2022,FA,10,2.571711177
21,"AUDI e-tron S Sportback (20"" wheel)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0AZS,SUV,0,73,78,75,10,Elite,2022,CA,10,2.571711177
22,"AUDI e-tron S Sportback(21/22"" wh)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZS,SUV,0,64,66,65,10,Elite,2022,FA,10,2.176063304
23,"AUDI e-tron S Sportback(21/22"" wh)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0AZS,SUV,0,64,66,65,10,Elite,2022,CA,10,2.176063304
24,AUDI e-tron Sportback quattro,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZE,SUV,0,76,78,77,10,Elite,2022,FA,10,2.571711177
25,AUDI e-tron Sportback quattro,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0AZE,SUV,0,76,78,77,10,Elite,2022,CA,10,2.571711177
26,AUDI e-tron quattro,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NVGAT00.0AZE,SUV,0,78,77,78,10,Elite,2022,FA,10,2.538740521
27,AUDI e-tron quattro,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NVGAT00.0AZE,SUV,0,78,77,78,10,Elite,2022,CA,10,2.538740521
38,"BMW i4 M50 Gran Coupe (19"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NBMXV00.0G2X,COMPACT,0,94,98,96,10,Elite,2022,FA,10,3.231124299
39,"BMW i4 M50 Gran Coupe (19"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NBMXV00.0G2X,COMPACT,0,94,98,96,10,Elite,2022,CA,10,3.231124299
40,"BMW i4 M50 Gran Coupe (20"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NBMXV00.0G2X,COMPACT,0,79,80,80,10,Elite,2022,FA,10,2.637652489
41,"BMW i4 M50 Gran Coupe (20"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NBMXV00.0G2X,COMPACT,0,79,80,80,10,Elite,2022,CA,10,2.637652489
42,"BMW i4eDrive40GranCoupe(18"" Whels)",0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NBMXV00.0G2S,COMPACT,0,109,108,109,10,Elite,2022,FA,10,3.560830861
43,"BMW i4eDrive40GranCoupe(18"" Whels)",0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NBMXV00.0G2S,COMPACT,0,109,108,109,10,Elite,2022,CA,10,3.560830861
44,"BMW i4eDrive40GranCoupe(19"" Whels)",0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NBMXV00.0G2S,COMPACT,0,100,98,99,10,Elite,2022,FA,10,3.231124299
45,"BMW i4eDrive40GranCoupe(19"" Whels)",0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NBMXV00.0G2S,COMPACT,0,100,98,99,10,Elite,2022,CA,10,3.231124299
46,"BMW iX xDrive50 (20"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NBMXT00.0I2M,SUV,0,86,87,86,10,Elite,2022,FA,10,2.868447082
47,"BMW iX xDrive50 (20"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NBMXT00.0I2M,SUV,0,86,87,86,10,Elite,2022,CA,10,2.868447082
48,"BMW iX xDrive50 (21"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NBMXT00.0I2M,SUV,0,82,84,83,10,Elite,2022,FA,10,2.769535114
49,"BMW iX xDrive50 (21"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NBMXT00.0I2M,SUV,0,82,84,83,10,Elite,2022,CA,10,2.769535114
50,"BMW iX xDrive50 (22"" Wheels)",0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NBMXT00.0I2M,SUV,0,86,85,86,10,Elite,2022,FA,10,2.80250577
51,"BMW iX xDrive50 (22"" Wheels)",0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NBMXT00.0I2M,SUV,0,86,85,86,10,Elite,2022,CA,10,2.80250577
52,CHEVROLET Bolt EUV,0,0,CVT,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NGMXV00.0002,VAN,0,125,104,115,10,Elite,2022,FA,10,3.428948236
53,CHEVROLET Bolt EUV,0,0,CVT,2WD,Electricity,0,ZEV,California ZEV,NGMXV00.0002,VAN,0,125,104,115,10,Elite,2022,CA,10,3.428948236
54,CHEVROLET Bolt EV,0,0,CVT,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NGMXV00.0002,VAN,0,131,109,120,10,Elite,2022,FA,10,3.593801517
55,CHEVROLET Bolt EV,0,0,CVT,2WD,Electricity,0,ZEV,California ZEV,NGMXV00.0002,VAN,0,131,109,120,10,Elite,2022,CA,10,3.593801517
68,FORD F150 Lightning,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXT00.0BG1,TRUCK,0,76,61,68,10,Elite,2022,FA,10,2.011210023
69,FORD F150 Lightning,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NFMXT00.0BG1,TRUCK,0,76,61,68,10,Elite,2022,CA,10,2.011210023
70,FORD F150 Lightning,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXT00.0BG2,TRUCK,0,78,63,70,10,Elite,2022,FA,10,2.077151335
71,FORD F150 Lightning,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NFMXT00.0BG2,TRUCK,0,78,63,70,10,Elite,2022,CA,10,2.077151335
72,FORD F150 Lightning Platinum,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXT00.0BG2,TRUCK,0,73,60,66,10,Elite,2022,FA,10,1.978239367
73,FORD F150 Lightning Platinum,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NFMXT00.0BG2,TRUCK,0,73,60,66,10,Elite,2022,CA,10,1.978239367
74,FORD Mustang Mach-E,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B3R,SUV,0,110,96,103,10,Elite,2022,FA,10,3.165182987
75,FORD Mustang Mach-E,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NFMXV00.0B3R,SUV,0,110,96,103,10,Elite,2022,CA,10,3.165182987
76,FORD Mustang Mach-E,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B3A,SUV,0,99,86,93,10,Elite,2022,FA,10,2.835476426
77,FORD Mustang Mach-E,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NFMXV00.0B3A,SUV,0,99,86,93,10,Elite,2022,CA,10,2.835476426
78,FORD Mustang Mach-E Cal Route 1 ER,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B4R,SUV,0,108,94,101,10,Elite,2022,FA,10,3.099241675
79,FORD Mustang Mach-E Cal Route 1 ER,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NFMXV00.0B4R,SUV,0,108,94,101,10,Elite,2022,CA,10,3.099241675
80,FORD Mustang Mach-E Cal Route 1 ER,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B4A,SUV,0,105,91,98,10,Elite,2022,FA,10,3.000329707
81,FORD Mustang Mach-E Cal Route 1 ER,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NFMXV00.0B4A,SUV,0,105,91,98,10,Elite,2022,CA,10,3.000329707
82,FORD Mustang Mach-E Extended,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B4R,SUV,0,104,90,97,10,Elite,2022,FA,10,2.96735905
83,FORD Mustang Mach-E Extended,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NFMXV00.0B4R,SUV,0,104,90,97,10,Elite,2022,CA,10,2.96735905
84,FORD Mustang Mach-E Extended,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXV00.0B4A,SUV,0,97,84,91,10,Elite,2022,FA,10,2.769535114
85,FORD Mustang Mach-E Extended,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NFMXV00.0B4A,SUV,0,97,84,91,10,Elite,2022,CA,10,2.769535114
86,FORD Mustang Mach-E GT,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXV00.0G4A,SUV,0,90,77,84,10,Elite,2022,FA,10,2.538740521
87,FORD Mustang Mach-E GT,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NFMXV00.0G4A,SUV,0,90,77,84,10,Elite,2022,CA,10,2.538740521
88,FORD Mustang Mach-E GT Performance,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NFMXV00.0G4A,SUV,0,88,75,82,10,Elite,2022,FA,10,2.472799209
89,FORD Mustang Mach-E GT Performance,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NFMXV00.0G4A,SUV,0,88,75,82,10,Elite,2022,CA,10,2.472799209
130,HYUNDAI Ioniq 5,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NHYXV00.0W51,FULL-SIZE,0,127,94,110,10,Elite,2022,FA,10,3.099241675
131,HYUNDAI Ioniq 5,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NHYXV00.0W51,FULL-SIZE,0,127,94,110,10,Elite,2022,CA,10,3.099241675
132,HYUNDAI Ioniq 5,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NHYXV00.0W61,FULL-SIZE,0,132,98,114,10,Elite,2022,FA,10,3.231124299
133,HYUNDAI Ioniq 5,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NHYXV00.0W61,FULL-SIZE,0,132,98,114,10,Elite,2022,CA,10,3.231124299
134,HYUNDAI Ioniq 5,0,0,Auto-1,4WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NHYXV00.0W41,FULL-SIZE,0,110,87,98,10,Elite,2022,FA,10,2.868447082
135,HYUNDAI Ioniq 5,0,0,Auto-1,4WD,Electricity,0,ZEV,California ZEV,NHYXV00.0W41,FULL-SIZE,0,110,87,98,10,Elite,2022,CA,10,2.868447082
142,HYUNDAI Kona Electric,0,0,Auto-1,2WD,Electricity,0,T3B0,Federal Tier 3 Bin 0,NHYXV00.0K41,SUV,0,132,108,120,10,Elite,2022,FA,10,3.560830861
143,HYUNDAI Kona Electric,0,0,Auto-1,2WD,Electricity,0,ZEV,California ZEV,NHYXV00.0K41,SUV,0,132,108,120,10,Elite,2022,CA,10,3.560830861
144,HYUNDAI NEXO,0,0,Auto-1,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,NHYXV00.0R31,SUV,0,59,54,57,10,Elite,2022,FA,10,1.78041543
145,HYUNDAI NEXO,0,0,Auto-1,2WD,Hydrogen,0,ZEV,California ZEV,NHYXV00.0R31,SUV,0,59,54,57,10,Elite,2022,CA,10,1.78041543
146,HYUNDAI NEXO Blue,0,0,Auto-1,2WD,Hydrogen,0,T3B0,Federal Tier 3 Bin 0,NHYXV00.0R31,SUV,0,65,58,61,10,Elite,2022,FA,10,1.912298055
147,HYUNDAI NEXO Blue,0,0,Auto-1,2WD,Hydrogen,0,ZEV,California ZEV,NHYXV00.0R31,SUV,0,65,58,61,10,Elite,2022,CA,10,1.912298055
