Type,Fuel Consumption Comb (mpg),CO2 Emissions(g/m),Car Technology
COMPACT,42,257.4944,TV
COMPACT,33,321.868,TV
COMPACT,36,294.50921999999997,TV
COMPACT,33,321.868,TV
COMPACT,36,294.50921999999997,TV
COMPACT,33,321.868,TV
COMPACT,36,294.50921999999997,TV
SUV,30,350.83612,TV
SUV,32,326.69602,TV
SUV,34,312.21196,TV
SUV,34,312.21196,TV
SUV,30,349.22678,TV
SUV,29,360.49216,TV
FULL-SIZE,47,225.3076,TV
SUV,29,371.75754,TV
SUV,29,366.92952,TV
SUV,25,431.30312,TV
SUV,27,386.2416,TV
SUV,24,447.39652,TV
SUV,24,447.39652,TV
SUV,32,334.74272,TV
SUV,29,360.49216,TV
SUV,30,354.0548,TV
SUV,30,354.0548,TV
SUV,28,379.80424,TV
SUV,20,537.51956,TV
SUV,20,543.95692,TV
SUV,26,407.16302,TV
SUV,24,450.6152,TV
SUV,18,424.86576,TV
SUV,25,426.4751,TV
SUV,22,490.8487,TV
SUV,22,474.7553,TV
SUV,16,453.83388,TV
TRUCK,26,411.99104,TV
TRUCK,24,447.39652,TV
TRUCK,25,423.25642,TV
TRUCK,22,487.63002,TV
TRUCK,24,437.74048,TV
TRUCK,18,420.03774,TV
TRUCK,21,497.28606,TV
TRUCK,16,469.92728,TV
TRUCK,19,548.78494,TV
TRUCK,16,471.53661999999997,TV
TRUCK,24,442.5685,TV
TRUCK,22,487.63002,TV
TRUCK,23,463.48992,TV
TRUCK,20,521.42616,TV
TRUCK,23,469.92728,TV
TRUCK,17,447.39652,TV
TRUCK,20,521.42616,TV
TRUCK,15,492.45804,TV
TRUCK,19,558.44098,TV
TRUCK,15,498.8954,TV
COMPACT,37,289.6812,TV
COMPACT,37,288.07186,TV
COMPACT,43,246.22902,TV
COMPACT,35,307.38394,TV
SUV,22,479.58332,TV
SUV,22,487.63002,TV
SUV,21,518.20748,TV
COMPACT,39,275.19714,TV
COMPACT,42,257.4944,TV
COMPACT,37,286.46252,TV
COMPACT,27,273.5878,TV
COMPACT,36,294.50921999999997,TV
COMPACT,27,281.6345,TV
COMPACT,35,302.55592,TV
COMPACT,26,288.07186,TV
MID-SIZE,26,410.3817,TV
MID-SIZE,31,349.22678,TV
MID-SIZE,34,317.03998,TV
MID-SIZE,35,302.55592,TV
MID-SIZE,32,337.9614,TV
MID-SIZE,32,336.35206,TV
MID-SIZE,30,354.0548,TV
MID-SIZE,51,209.2142,TV
COMPACT,30,352.44546,TV
COMPACT,31,349.22678,TV
COMPACT,26,407.16302,TV
COMPACT,25,424.86576,TV
COMPACT,23,469.92728,TV
COMPACT,22,479.58332,TV
COMPACT,28,376.58556,TV
COMPACT,22,489.23936,TV
COMPACT,20,537.51956,TV
VAN,19,550.39428,TV
VAN,19,572.92504,TV
VAN,13,555.2223,TV
FULL-SIZE,28,381.41358,TV
FULL-SIZE,25,418.4284,TV
FULL-SIZE,19,399.11632,TV
FULL-SIZE,23,471.53661999999997,TV
FULL-SIZE,23,468.31794,TV
FULL-SIZE,17,436.13114,TV
SPECIAL PURPOSE VEHICLE,30,358.88282,TV
SPECIAL PURPOSE VEHICLE,27,391.06962,TV
SPECIAL PURPOSE VEHICLE,27,391.06962,TV
SPECIAL PURPOSE VEHICLE,20,374.97622,TV
SPECIAL PURPOSE VEHICLE,26,405.55368,TV
SPECIAL PURPOSE VEHICLE,26,405.55368,TV
SPECIAL PURPOSE VEHICLE,19,386.2416,TV
SPECIAL PURPOSE VEHICLE,26,405.55368,TV
SPECIAL PURPOSE VEHICLE,26,405.55368,TV
SPECIAL PURPOSE VEHICLE,19,386.2416,TV
SUV,21,506.9421,TV
SUV,21,519.81682,TV
TRUCK,27,397.50698,TV
TRUCK,26,407.16302,TV
TRUCK,30,405.55368,TV
TRUCK,25,426.4751,TV
TRUCK,25,426.4751,TV
TRUCK,27,445.78718,TV
TRUCK,24,449.00586,TV
VAN,15,709.71894,TV
VAN,14,748.3431,TV
TRUCK,22,479.58332,TV
TRUCK,20,526.25418,TV
TRUCK,24,450.6152,TV
TRUCK,17,457.05255999999997,TV
TRUCK,22,479.58332,TV
TRUCK,16,460.27124,TV
TRUCK,22,494.06738,TV
TRUCK,20,534.30088,TV
TRUCK,22,476.36464,TV
TRUCK,16,484.41134,TV
TRUCK,22,492.45804,TV
TRUCK,16,474.7553,TV
TRUCK,22,489.23936,TV
SUV,31,344.39876,TV
SUV,23,458.6619,TV
SUV,31,344.39876,TV
SUV,21,355.66414,TV
SUV,28,378.1949,TV
SUV,22,482.802,TV
SUV,22,489.23936,TV
SUV,22,489.23936,TV
SUV,16,463.48992,TV
SUV,21,498.8954,TV
SUV,20,519.81682,TV
SUV,21,498.8954,TV
SUV,16,482.802,TV
SUV,22,489.23936,TV
SUV,22,489.23936,TV
SUV,16,463.48992,TV
SUV,21,502.11408,TV
SUV,20,537.51956,TV
SUV,21,502.11408,TV
SUV,15,510.16078,TV
MID-SIZE,32,333.13338,TV
MID-SIZE,30,358.88282,TV
MID-SIZE,26,407.16302,TV
MID-SIZE,37,284.85318,TV
MID-SIZE,30,352.44546,TV
MID-SIZE,35,300.94658,TV
COMPACT,42,249.4477,TV
COMPACT,41,260.71308,TV
COMPACT,37,288.07186,TV
MID-SIZE,42,252.66638,TV
MID-SIZE,41,260.71308,TV
MID-SIZE,38,283.24384,TV
SUV,36,299.33724,TV
SUV,33,325.08668,TV
TWO-SEATER,42,252.66638,TV
TWO-SEATER,39,271.97846,TV
SUV,44,241.401,TV
SUV,42,254.27572,TV
SUV,39,275.19714,TV
SUV,37,284.85318,TV
SUV,37,284.85318,TV
SUV,34,310.60262,TV
SUV,35,305.7746,TV
SUV,35,305.7746,TV
VAN,27,402.335,TV
SUV,26,407.16302,TV
SUV,25,426.4751,TV
SUV,26,413.60038,TV
COMPACT,37,288.07186,TV
COMPACT,37,283.24384,TV
MID-SIZE,38,283.24384,TV
MID-SIZE,37,289.6812,TV
MID-SIZE,34,312.21196,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,33,326.69602,TV
MID-SIZE,33,325.08668,TV
FULL-SIZE,21,502.11408,TV
FULL-SIZE,23,458.6619,TV
FULL-SIZE,20,534.30088,TV
COMPACT,23,457.05255999999997,TV
COMPACT,23,455.44322,TV
SUV,25,426.4751,TV
SUV,25,432.91246,TV
SUV,27,384.63226,TV
SUV,25,428.08444,TV
SUV,25,413.60038,TV
SUV,23,474.7553,TV
FULL-SIZE,31,344.39876,TV
FULL-SIZE,35,307.38394,TV
FULL-SIZE,33,328.30536,TV
MID-SIZE,50,214.04222,TV
MID-SIZE,49,218.87024,TV
SUV,31,339.57074,TV
SUV,31,352.44546,TV
SUV,28,386.2416,TV
COMPACT,38,284.85318,TV
COMPACT,36,299.33724,TV
COMPACT,35,307.38394,TV
COMPACT,34,317.03998,TV
MID-SIZE,31,344.39876,TV
MID-SIZE,27,389.46028,TV
MID-SIZE,29,363.71084,TV
MID-SIZE,27,400.72566,TV
MID-SIZE,25,421.64708,TV
MID-SIZE,27,397.50698,TV
MID-SIZE,26,411.99104,TV
COMPACT,37,291.29054,TV
COMPACT,34,310.60262,TV
MID-SIZE,24,440.95916,TV
MID-SIZE,22,482.802,TV
MID-SIZE,38,284.85318,TV
SUV,24,449.00586,TV
SUV,27,389.46028,TV
SUV,26,405.55368,TV
SUV,32,328.30536,TV
SUV,22,484.41134,TV
SUV,19,569.70636,TV
TWO-SEATER,27,395.89764,TV
TWO-SEATER,22,476.36464,TV
TWO-SEATER,27,395.89764,TV
TWO-SEATER,22,476.36464,TV
TWO-SEATER,22,486.02067999999997,TV
TWO-SEATER,21,500.50473999999997,TV
TWO-SEATER,21,500.50473999999997,TV
TWO-SEATER,26,408.77236,TV
TWO-SEATER,22,486.02067999999997,TV
TWO-SEATER,25,424.86576,TV
TWO-SEATER,26,408.77236,TV
TWO-SEATER,22,486.02067999999997,TV
TWO-SEATER,25,424.86576,TV
MID-SIZE,27,387.85094,TV
FULL-SIZE,24,442.5685,TV
FULL-SIZE,24,449.00586,TV
FULL-SIZE,21,503.72342,TV
FULL-SIZE,21,503.72342,TV
SUV,30,358.88282,TV
SUV,30,358.88282,TV
SUV,22,342.78942,TV
SUV,29,374.97622,TV
SUV,28,374.97622,TV
SUV,28,374.97622,TV
SUV,21,363.71084,TV
SUV,28,386.2416,TV
SUV,28,383.02292,TV
SUV,26,411.99104,TV
SUV,26,410.3817,TV
SUV,26,407.16302,TV
SUV,28,376.58556,TV
SUV,31,344.39876,TV
SUV,28,378.1949,TV
SUV,30,350.83612,TV
SUV,27,399.11632,TV
SUV,29,366.92952,TV
SUV,25,416.81906,TV
SUV,25,426.4751,TV
SUV,20,529.47286,TV
SUV,29,429.69378,TV
SUV,18,595.4558,TV
SUV,28,376.58556,TV
SUV,31,344.39876,TV
SUV,28,378.1949,TV
SUV,30,350.83612,TV
SUV,27,399.11632,TV
SUV,29,366.92952,TV
SUV,25,416.81906,TV
SUV,32,333.13338,TV
SUV,30,354.0548,TV
SUV,23,323.47734,TV
SUV,32,326.69602,TV
SUV,29,368.53886,TV
SUV,22,481.19266,TV
SUV,22,481.19266,TV
SUV,21,505.33276,TV
SUV,21,502.11408,TV
FULL-SIZE,26,403.94434,TV
MID-SIZE,37,288.07186,TV
MID-SIZE,36,299.33724,TV
MID-SIZE,34,315.43064,TV
MID-SIZE,33,318.64932,TV
FULL-SIZE,29,366.92952,TV
FULL-SIZE,29,365.32018,TV
FULL-SIZE,33,320.25866,TV
FULL-SIZE,34,317.03998,TV
COMPACT,30,350.83612,TV
COMPACT,29,357.27348,TV
COMPACT,33,321.868,TV
COMPACT,32,331.52404,TV
FULL-SIZE,24,447.39652,TV
FULL-SIZE,21,511.77012,TV
FULL-SIZE,38,281.6345,TV
FULL-SIZE,30,357.27348,TV
FULL-SIZE,35,310.60262,TV
MID-SIZE,45,236.57298,TV
MID-SIZE,44,241.401,TV
COMPACT,37,286.46252,TV
COMPACT,37,288.07186,TV
COMPACT,37,281.6345,TV
SUV,31,344.39876,TV
SUV,30,354.0548,TV
VAN,24,442.5685,TV
VAN,25,432.91246,TV
VAN,23,476.36464,TV
SUV,27,394.2883,TV
SUV,29,374.97622,TV
SUV,26,416.81906,TV
SUV,27,394.2883,TV
SUV,24,442.5685,TV
SUV,32,331.52404,TV
SUV,31,334.74272,TV
SUV,32,334.74272,TV
SUV,32,334.74272,TV
SUV,28,371.75754,TV
SUV,25,420.03774,TV
SUV,25,420.03774,TV
SUV,26,403.94434,TV
TWO-SEATER,16,675.9228,TV
TWO-SEATER,15,727.42168,TV
TWO-SEATER,20,532.69154,TV
TWO-SEATER,19,547.1756,TV
SUV,27,399.11632,TV
SUV,20,540.73824,TV
SUV,23,468.31794,TV
SUV,30,408.77236,TV
SUV,19,572.92504,TV
SUV,19,572.92504,TV
SUV,23,468.31794,TV
SUV,30,408.77236,TV
SUV,19,553.61296,TV
SUV,29,368.53886,TV
COMPACT,50,212.43288,TV
MID-SIZE,48,223.69826,TV
MID-SIZE,29,362.1015,TV
MID-SIZE,31,341.18008,TV
MID-SIZE,29,365.32018,TV
MID-SIZE,28,381.41358,TV
MID-SIZE,26,408.77236,TV
MID-SIZE,26,403.94434,TV
MID-SIZE,37,284.85318,TV
COMPACT,23,471.53661999999997,TV
SUV,20,518.20748,TV
COMPACT,31,341.18008,TV
COMPACT,25,415.20972,TV
COMPACT,27,395.89764,TV
COMPACT,25,415.20972,TV
MID-SIZE,23,460.27124,TV
MID-SIZE,22,487.63002,TV
MID-SIZE,22,487.63002,TV
MID-SIZE,25,431.30312,TV
SUV,18,597.06514,TV
SUV,29,362.1015,TV
SUV,29,371.75754,TV
SUV,38,276.80648,TV
COMPACT,31,344.39876,TV
COMPACT,25,415.20972,TV
COMPACT,27,395.89764,TV
COMPACT,25,415.20972,TV
COMPACT,22,465.09926,TV
SUV,26,403.94434,TV
SUV,35,299.33724,TV
SUV,26,411.99104,TV
SUV,25,420.03774,TV
FULL-SIZE,23,471.53661999999997,TV
FULL-SIZE,23,461.88058,TV
SUV,21,518.20748,TV
SPECIAL PURPOSE VEHICLE,25,431.30312,TV
SPECIAL PURPOSE VEHICLE,22,479.58332,TV
SUV,23,455.44322,TV
SUV,23,471.53661999999997,TV
MID-SIZE,32,337.9614,TV
MID-SIZE,26,413.60038,TV
MID-SIZE,30,354.0548,TV
MID-SIZE,24,449.00586,TV
MID-SIZE,49,218.87024,TV
SUV,20,537.51956,TV
SUV,20,545.5662599999999,TV
MID-SIZE,23,460.27124,TV
MID-SIZE,23,471.53661999999997,TV
MID-SIZE,22,474.7553,TV
COMPACT,19,574.5343799999999,TV
COMPACT,19,579.3624,TV
FULL-SIZE,20,518.20748,TV
FULL-SIZE,22,482.802,TV
FULL-SIZE,22,486.02067999999997,TV
COMPACT,37,288.07186,TV
COMPACT,35,304.16526,TV
SUV,34,308.99328,TV
SUV,35,305.7746,TV
SUV,35,302.55592,TV
SUV,33,320.25866,TV
SUV,31,337.9614,TV
COMPACT,41,260.71308,TV
COMPACT,40,265.5411,TV
COMPACT,38,278.41582,TV
COMPACT,39,271.97846,TV
COMPACT,35,304.16526,TV
MID-SIZE,40,265.5411,TV
MID-SIZE,40,268.75978,TV
MID-SIZE,37,292.89988,TV
MID-SIZE,39,273.5878,TV
MID-SIZE,35,305.7746,TV
VAN,29,363.71084,TV
VAN,29,368.53886,TV
MID-SIZE,37,286.46252,TV
MID-SIZE,39,275.19714,TV
MID-SIZE,35,302.55592,TV
TWO-SEATER,36,294.50921999999997,TV
TWO-SEATER,36,294.50921999999997,TV
COMPACT,24,431.30312,TV
COMPACT,24,431.30312,TV
COMPACT,31,344.39876,TV
COMPACT,22,495.67672,TV
MID-SIZE,21,498.8954,TV
SUV,21,498.8954,TV
SUV,15,671.09478,TV
SUV,13,766.04584,TV
SUV,17,593.84646,TV
SUV,30,347.61744,TV
SUV,18,589.0184399999999,TV
SUV,19,584.19042,TV
TWO-SEATER,22,487.63002,TV
FULL-SIZE,21,503.72342,TV
COMPACT,22,503.72342,TV
FULL-SIZE,18,580.97174,TV
COMPACT,19,571.3157,TV
TWO-SEATER,23,479.58332,TV
TWO-SEATER,20,539.1289,TV
TWO-SEATER,27,405.55368,TV
MID-SIZE,35,302.55592,TV
MID-SIZE,32,331.52404,TV
COMPACT,31,341.18008,TV
COMPACT,27,371.75754,TV
COMPACT,35,302.55592,TV
COMPACT,33,318.64932,TV
COMPACT,24,318.64932,TV
COMPACT,26,405.55368,TV
COMPACT,24,445.78718,TV
MID-SIZE,38,321.868,TV
MID-SIZE,28,386.2416,TV
MID-SIZE,27,392.67896,TV
COMPACT,28,384.63226,TV
SUV,26,407.16302,TV
COMPACT,28,374.97622,TV
MID-SIZE,25,434.5218,TV
COMPACT,24,442.5685,TV
COMPACT,25,431.30312,TV
SUV,16,645.34534,TV
SUV,24,518.20748,TV
SUV,20,479.58332,TV
SUV,18,587.4091,TV
SUV,32,326.69602,TV
SUV,31,395.89764,TV
SUV,30,407.16302,TV
SUV,24,453.83388,TV
SUV,24,452.22454,TV
SUV,20,539.1289,TV
FULL-SIZE,18,577.75306,TV
SPECIAL PURPOSE VEHICLE,28,374.97622,TV
SPECIAL PURPOSE VEHICLE,26,399.11632,TV
MID-SIZE,26,407.16302,TV
MID-SIZE,23,473.14596,TV
FULL-SIZE,23,461.88058,TV
COMPACT,23,465.09926,TV
FULL-SIZE,19,547.1756,TV
TWO-SEATER,23,465.09926,TV
TWO-SEATER,33,320.25866,TV
TWO-SEATER,29,368.53886,TV
COMPACT,37,291.29054,TV
COMPACT,39,276.80648,TV
COMPACT,37,291.29054,TV
COMPACT,39,273.5878,TV
MID-SIZE,34,313.8213,TV
MID-SIZE,34,312.21196,TV
COMPACT,37,291.29054,TV
COMPACT,39,273.5878,TV
COMPACT,34,310.60262,TV
COMPACT,32,326.69602,TV
COMPACT,34,310.60262,TV
COMPACT,32,326.69602,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,31,346.0081,TV
COMPACT,33,318.64932,TV
COMPACT,32,326.69602,TV
COMPACT,31,341.18008,TV
COMPACT,33,323.47734,TV
COMPACT,31,341.18008,TV
COMPACT,33,323.47734,TV
COMPACT,33,320.25866,TV
COMPACT,31,344.39876,TV
COMPACT,31,341.18008,TV
COMPACT,33,323.47734,TV
COMPACT,31,341.18008,TV
COMPACT,33,323.47734,TV
COMPACT,36,291.29054,TV
COMPACT,34,318.64932,TV
COMPACT,32,328.30536,TV
COMPACT,31,349.22678,TV
COMPACT,31,337.9614,TV
SUV,34,307.38394,TV
SUV,32,326.69602,TV
COMPACT,48,223.69826,TV
COMPACT,45,236.57298,TV
SUV,34,310.60262,TV
SUV,31,333.13338,TV
SUV,27,383.02292,TV
SUV,32,325.08668,TV
SUV,30,344.39876,TV
SUV,29,358.88282,TV
TWO-SEATER,25,418.4284,TV
TWO-SEATER,25,432.91246,TV
TWO-SEATER,25,434.5218,TV
TWO-SEATER,24,447.39652,TV
MID-SIZE,38,283.24384,TV
MID-SIZE,31,341.18008,TV
MID-SIZE,37,291.29054,TV
TRUCK,23,458.6619,TV
TRUCK,25,428.08444,TV
TRUCK,22,482.802,TV
TRUCK,21,518.20748,TV
TRUCK,21,503.72342,TV
COMPACT,22,473.14596,TV
SUV,36,299.33724,TV
SUV,36,294.50921999999997,TV
SUV,34,312.21196,TV
SUV,34,312.21196,TV
SUV,32,334.74272,TV
MID-SIZE,30,358.88282,TV
COMPACT,36,296.11856,TV
COMPACT,37,292.89988,TV
SUV,29,370.1482,TV
SUV,29,373.36688,TV
SPECIAL PURPOSE VEHICLE,30,354.0548,TV
SUV,27,394.2883,TV
SUV,26,403.94434,TV
SUV,26,415.20972,TV
SUV,34,312.21196,TV
SUV,33,323.47734,TV
MID-SIZE,39,268.75978,TV
MID-SIZE,36,296.11856,TV
MID-SIZE,42,259.10374,TV
MID-SIZE,37,288.07186,TV
COMPACT,28,383.02292,TV
COMPACT,27,400.72566,TV
COMPACT,28,379.80424,TV
COMPACT,26,403.94434,TV
COMPACT,26,416.81906,TV
COMPACT,25,421.64708,TV
COMPACT,25,418.4284,TV
COMPACT,24,437.74048,TV
COMPACT,27,394.2883,TV
COMPACT,26,405.55368,TV
COMPACT,27,402.335,TV
COMPACT,26,410.3817,TV
COMPACT,28,386.2416,TV
COMPACT,26,403.94434,TV
COMPACT,27,395.89764,TV
COMPACT,26,413.60038,TV
COMPACT,25,418.4284,TV
COMPACT,25,426.4751,TV
COMPACT,25,431.30312,TV
COMPACT,24,437.74048,TV
COMPACT,26,403.94434,TV
COMPACT,26,415.20972,TV
COMPACT,26,413.60038,TV
COMPACT,25,421.64708,TV
TWO-SEATER,20,529.47286,TV
TWO-SEATER,20,537.51956,TV
COMPACT,26,407.16302,TV
COMPACT,25,420.03774,TV
COMPACT,25,418.4284,TV
COMPACT,25,429.69378,TV
COMPACT,24,447.39652,TV
COMPACT,24,447.39652,TV
COMPACT,24,447.39652,TV
COMPACT,24,447.39652,TV
TWO-SEATER,31,349.22678,TV
TWO-SEATER,29,373.36688,TV
TWO-SEATER,30,357.27348,TV
TWO-SEATER,26,402.335,TV
TWO-SEATER,29,370.1482,TV
TWO-SEATER,27,394.2883,TV
TWO-SEATER,24,437.74048,TV
SUV,24,445.78718,TV
SUV,29,434.5218,TV
SUV,22,482.802,TV
SUV,23,460.27124,TV
SUV,20,537.51956,TV
SUV,20,540.73824,TV
TWO-SEATER,31,349.22678,TV
TWO-SEATER,29,373.36688,TV
TWO-SEATER,24,445.78718,TV
TWO-SEATER,30,357.27348,TV
TWO-SEATER,26,402.335,TV
TWO-SEATER,29,370.1482,TV
TWO-SEATER,27,394.2883,TV
SUV,23,458.6619,TV
SUV,23,461.88058,TV
FULL-SIZE,26,410.3817,TV
FULL-SIZE,22,479.58332,TV
FULL-SIZE,25,429.69378,TV
FULL-SIZE,25,421.64708,TV
FULL-SIZE,25,429.69378,TV
FULL-SIZE,25,436.13114,TV
FULL-SIZE,22,482.802,TV
FULL-SIZE,22,487.63002,TV
FULL-SIZE,22,482.802,TV
FULL-SIZE,22,487.63002,TV
TRUCK,24,449.00586,TV
TRUCK,17,449.00586,TV
TRUCK,25,424.86576,TV
TRUCK,19,560.0503199999999,TV
TRUCK,21,513.37946,TV
TRUCK,28,437.74048,TV
TRUCK,29,424.86576,TV
TRUCK,22,473.14596,TV
TRUCK,16,476.36464,TV
TRUCK,18,582.58108,TV
TRUCK,20,531.0822,TV
TRUCK,27,455.44322,TV
SPECIAL PURPOSE VEHICLE,29,371.75754,TV
FULL-SIZE,18,600.28382,TV
FULL-SIZE,18,600.28382,TV
FULL-SIZE,16,648.56402,TV
FULL-SIZE,16,650.17336,TV
COMPACT,16,648.56402,TV
COMPACT,16,650.17336,TV
MID-SIZE,18,590.62778,TV
COMPACT,34,317.03998,TV
COMPACT,29,360.49216,TV
MID-SIZE,38,278.41582,TV
MID-SIZE,37,289.6812,TV
COMPACT,31,339.57074,TV
COMPACT,31,337.9614,TV
TWO-SEATER,41,252.66638,TV
TWO-SEATER,41,252.66638,TV
COMPACT,34,317.03998,TV
COMPACT,29,360.49216,TV
SUV,30,357.27348,TV
SUV,32,328.30536,TV
SUV,29,365.32018,TV
COMPACT,37,284.85318,TV
COMPACT,34,317.03998,TV
SUV,37,284.85318,TV
SUV,34,317.03998,TV
MID-SIZE,36,297.7279,TV
MID-SIZE,30,354.0548,TV
MID-SIZE,28,384.63226,TV
SUV,34,315.43064,TV
SUV,29,366.92952,TV
SUV,27,395.89764,TV
COMPACT,25,408.77236,TV
COMPACT,28,374.97622,TV
COMPACT,23,458.6619,TV
SUV,35,307.38394,TV
SUV,31,344.39876,TV
SUV,38,281.6345,TV
SUV,22,479.58332,TV
SUV,22,479.58332,TV
MID-SIZE,29,362.1015,TV
MID-SIZE,34,308.99328,TV
MID-SIZE,30,357.27348,TV
MID-SIZE,50,215.65156,TV
MID-SIZE,48,220.47958,TV
MID-SIZE,37,288.07186,TV
MID-SIZE,39,275.19714,TV
MID-SIZE,40,267.15044,TV
MID-SIZE,38,280.02515999999997,TV
MID-SIZE,42,257.4944,TV
MID-SIZE,41,260.71308,TV
SUV,25,418.4284,TV
SUV,24,437.74048,TV
SUV,33,318.64932,TV
SUV,34,313.8213,TV
MID-SIZE,63,167.37136,TV
COMPACT,60,178.63674,TV
SUV,50,210.82354,TV
SUV,31,341.18008,TV
SUV,30,354.0548,TV
SUV,39,271.97846,TV
SUV,32,334.74272,TV
SUV,30,354.0548,TV
SUV,17,614.76788,TV
VAN,25,429.69378,TV
VAN,23,466.7086,TV
TRUCK,25,420.03774,TV
TRUCK,25,429.69378,TV
TRUCK,24,440.95916,TV
TRUCK,24,449.00586,TV
TRUCK,24,450.6152,TV
TRUCK,23,469.92728,TV
TRUCK,22,482.802,TV
TRUCK,20,539.1289,TV
TRUCK,18,579.3624,TV
TRUCK,19,564.87834,TV
TRUCK,17,611.5492,TV
SUV,27,392.67896,TV
SUV,26,411.99104,TV
SUV,27,387.85094,TV
SUV,25,423.25642,TV
COMPACT,44,243.01033999999999,TV
COMPACT,42,252.66638,TV
COMPACT,39,273.5878,TV
COMPACT,40,265.5411,TV
COMPACT,34,315.43064,TV
COMPACT,34,315.43064,TV
COMPACT,34,315.43064,TV
COMPACT,32,326.69602,TV
COMPACT,30,349.22678,TV
COMPACT,35,304.16526,TV
COMPACT,35,300.94658,TV
COMPACT,33,318.64932,TV
COMPACT,34,310.60262,TV
COMPACT,30,347.61744,TV
COMPACT,30,354.0548,TV
SUV,34,310.60262,TV
SUV,34,308.99328,TV
COMPACT,39,278.41582,TV
COMPACT,39,270.36912,TV
COMPACT,35,299.33724,TV
COMPACT,35,304.16526,TV
COMPACT,33,323.47734,TV
COMPACT,32,333.13338,TV
COMPACT,53,199.55816,TV
MID-SIZE,35,300.94658,TV
MID-SIZE,35,304.16526,TV
MID-SIZE,27,391.06962,TV
SUV,26,403.94434,TV
SUV,25,416.81906,TV
SUV,27,399.11632,TV
SUV,23,469.92728,TV
SUV,29,434.5218,TV
COMPACT,27,384.63226,TV
COMPACT,34,310.60262,TV
COMPACT,28,374.97622,TV
COMPACT,34,310.60262,TV
COMPACT,28,374.97622,TV
COMPACT,30,350.83612,TV
COMPACT,29,371.75754,TV
COMPACT,25,416.81906,TV
COMPACT,25,416.81906,TV
MID-SIZE,34,310.60262,TV
SUV,27,384.63226,TV
SUV,34,310.60262,TV
SUV,28,374.97622,TV
SUV,29,371.75754,TV
SUV,25,416.81906,TV
SUV,25,416.81906,TV
SUV,31,342.78942,TV
SUV,26,408.77236,TV
SUV,29,363.71084,TV
SUV,27,397.50698,TV
SUV,24,444.17784,TV
SUV,31,342.78942,TV
SUV,26,408.77236,TV
SUV,28,373.36688,TV
SUV,28,384.63226,TV
SUV,27,397.50698,TV
COMPACT,34,308.99328,TV
SUV,26,416.81906,TV
SUV,26,403.94434,TV
SUV,31,337.9614,TV
TWO-SEATER,26,420.03774,TV
SUV,26,402.335,TV
MID-SIZE,35,305.7746,TV
COMPACT,34,317.03998,TV
COMPACT,29,363.71084,TV
TWO-SEATER,34,317.03998,TV
TWO-SEATER,34,317.03998,TV
MID-SIZE,32,329.9147,TV
MID-SIZE,31,349.22678,TV
MID-SIZE,24,450.6152,TV
COMPACT,21,518.20748,TV
COMPACT,20,532.69154,TV
COMPACT,19,555.2223,TV
TWO-SEATER,17,624.42392,TV
TWO-SEATER,15,724.203,TV
COMPACT,35,302.55592,TV
COMPACT,32,329.9147,TV
COMPACT,30,358.88282,TV
COMPACT,37,284.85318,TV
COMPACT,32,329.9147,TV
COMPACT,33,328.30536,TV
SUV,30,349.22678,TV
COMPACT,29,363.71084,TV
COMPACT,31,337.9614,TV
COMPACT,29,371.75754,TV
MID-SIZE,30,354.0548,TV
MID-SIZE,28,383.02292,TV
MID-SIZE,28,383.02292,TV
MID-SIZE,27,395.89764,TV
MID-SIZE,26,400.72566,TV
FULL-SIZE,26,410.3817,TV
COMPACT,27,391.06962,TV
COMPACT,27,387.85094,TV
SUV,27,395.89764,TV
SUV,25,429.69378,TV
SUV,26,407.16302,TV
SUV,25,418.4284,TV
TWO-SEATER,20,531.0822,TV
TWO-SEATER,20,531.0822,TV
MID-SIZE,22,497.28606,TV
COMPACT,29,373.36688,TV
COMPACT,26,416.81906,TV
COMPACT,24,439.34982,TV
COMPACT,25,428.08444,TV
MID-SIZE,25,423.25642,TV
MID-SIZE,25,426.4751,TV
MID-SIZE,21,502.11408,TV
SUV,23,458.6619,TV
COMPACT,31,336.35206,TV
TWO-SEATER,31,336.35206,TV
COMPACT,30,357.27348,TV
SUV,18,595.4558,TV
COMPACT,22,494.06738,TV
COMPACT,18,579.3624,TV
COMPACT,20,542.34758,TV
COMPACT,18,603.5024999999999,TV
MID-SIZE,20,516.59814,TV
MID-SIZE,18,603.5024999999999,TV
MID-SIZE,16,655.00138,TV
MID-SIZE,15,692.0162,TV
COMPACT,32,333.13338,TV
COMPACT,34,317.03998,TV
COMPACT,30,352.44546,TV
COMPACT,31,342.78942,TV
COMPACT,31,337.9614,TV
COMPACT,34,321.868,TV
COMPACT,33,325.08668,TV
COMPACT,32,331.52404,TV
COMPACT,40,304.16526,TV
SUV,40,304.16526,TV
COMPACT,31,342.78942,TV
FULL-SIZE,31,342.78942,TV
SUV,31,342.78942,TV
COMPACT,29,360.49216,TV
COMPACT,27,389.46028,TV
COMPACT,29,366.92952,TV
COMPACT,27,395.89764,TV
FULL-SIZE,28,383.02292,TV
COMPACT,31,339.57074,TV
COMPACT,31,342.78942,TV
COMPACT,31,342.78942,TV
COMPACT,29,360.49216,TV
COMPACT,27,389.46028,TV
COMPACT,28,383.02292,TV
COMPACT,29,366.92952,TV
