Type,Fuel Consumption Comb (mpg),CO2 Emissions(g/m),Car Technology
TWO-SEATER,26,407.16302,TV
TWO-SEATER,25,424.86576,TV
TWO-SEATER,25,421.64708,TV
TWO-SEATER,24,432.91246,TV
MID-SIZE,37,281.6345,TV
MID-SIZE,30,344.39876,TV
SUV,17,611.5492,TV
TRUCK,23,455.44322,TV
TRUCK,25,418.4284,TV
TRUCK,22,469.92728,TV
TRUCK,21,506.9421,TV
TRUCK,22,484.41134,TV
COMPACT,22,477.97398,TV
SUV,35,299.33724,TV
SUV,33,318.64932,TV
SUV,32,321.868,TV
MID-SIZE,26,403.94434,TV
SUV,24,436.13114,TV
SPECIAL PURPOSE VEHICLE,30,344.39876,TV
SUV,27,392.67896,TV
SUV,26,407.16302,TV
SUV,32,325.08668,TV
VAN,25,410.3817,TV
SUV,34,307.38394,TV
SUV,33,318.64932,TV
MID-SIZE,40,259.10374,TV
MID-SIZE,36,288.07186,TV
TRUCK,18,577.75306,TV
TRUCK,16,640.51732,TV
COMPACT,43,244.61968,TV
COMPACT,37,284.85318,TV
SUV,20,526.25418,TV
SUV,21,506.9421,TV
COMPACT,28,373.36688,TV
COMPACT,26,395.89764,TV
COMPACT,27,381.41358,TV
COMPACT,26,395.89764,TV
COMPACT,27,389.46028,TV
COMPACT,26,407.16302,TV
COMPACT,26,399.11632,TV
COMPACT,26,407.16302,TV
COMPACT,26,407.16302,TV
COMPACT,25,415.20972,TV
COMPACT,28,373.36688,TV
COMPACT,26,395.89764,TV
COMPACT,27,392.67896,TV
COMPACT,26,399.11632,TV
COMPACT,26,395.89764,TV
COMPACT,26,403.94434,TV
TWO-SEATER,20,518.20748,TV
COMPACT,24,440.95916,TV
COMPACT,24,440.95916,TV
COMPACT,24,440.95916,TV
COMPACT,24,440.95916,TV
TWO-SEATER,31,341.18008,TV
TWO-SEATER,29,366.92952,TV
TWO-SEATER,29,362.1015,TV
TWO-SEATER,27,384.63226,TV
SUV,23,466.7086,TV
SUV,21,503.72342,TV
SUV,28,445.78718,TV
SUV,20,543.95692,TV
SUV,21,498.8954,TV
SUV,26,403.94434,TV
SUV,20,524.64484,TV
SUV,19,576.14372,TV
TWO-SEATER,31,341.18008,TV
TWO-SEATER,29,366.92952,TV
TWO-SEATER,29,362.1015,TV
TWO-SEATER,27,384.63226,TV
FULL-SIZE,26,403.94434,TV
FULL-SIZE,25,410.3817,TV
FULL-SIZE,25,418.4284,TV
FULL-SIZE,25,424.86576,TV
FULL-SIZE,22,469.92728,TV
FULL-SIZE,25,418.4284,TV
FULL-SIZE,22,473.14596,TV
FULL-SIZE,22,477.97398,TV
TRUCK,19,547.1756,TV
TRUCK,21,503.72342,TV
TRUCK,18,569.70636,TV
TRUCK,20,521.42616,TV
TRUCK,27,460.27124,TV
TRUCK,22,466.7086,TV
TRUCK,16,458.6619,TV
TRUCK,28,442.5685,TV
TRUCK,24,440.95916,TV
TRUCK,17,432.91246,TV
TRUCK,25,418.4284,TV
VAN,25,421.64708,TV
VAN,18,408.77236,TV
FULL-SIZE,18,592.23712,TV
FULL-SIZE,18,592.23712,TV
FULL-SIZE,17,632.47062,TV
COMPACT,17,632.47062,TV
COMPACT,17,632.47062,TV
FULL-SIZE,17,632.47062,TV
MID-SIZE,18,577.75306,TV
COMPACT,34,310.60262,TV
COMPACT,30,350.83612,TV
COMPACT,46,230.13562,TV
COMPACT,31,333.13338,TV
COMPACT,31,333.13338,TV
SUV,29,366.92952,TV
SUV,29,366.92952,TV
COMPACT,35,296.11856,TV
COMPACT,36,292.89988,TV
TWO-SEATER,44,236.57298,TV
TWO-SEATER,44,236.57298,TV
TWO-SEATER,17,626.03326,TV
TWO-SEATER,17,626.03326,TV
COMPACT,33,315.43064,TV
COMPACT,29,355.66414,TV
SUV,30,350.83612,TV
SUV,33,318.64932,TV
SUV,29,358.88282,TV
COMPACT,36,288.07186,TV
COMPACT,33,315.43064,TV
COMPACT,25,415.20972,TV
COMPACT,23,463.48992,TV
SUV,36,288.07186,TV
SUV,33,315.43064,TV
SUV,25,415.20972,TV
SUV,23,463.48992,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,29,366.92952,TV
MID-SIZE,24,429.69378,TV
SUV,31,333.13338,TV
SUV,29,362.1015,TV
SUV,24,432.91246,TV
SUV,22,484.41134,TV
SUV,33,315.43064,TV
SUV,31,341.18008,TV
SUV,37,284.85318,TV
SUV,22,477.97398,TV
SUV,22,477.97398,TV
MID-SIZE,29,355.66414,TV
MID-SIZE,34,304.16526,TV
MID-SIZE,29,355.66414,TV
MID-SIZE,50,210.82354,TV
MID-SIZE,47,222.08892,TV
MID-SIZE,37,284.85318,TV
MID-SIZE,39,270.36912,TV
MID-SIZE,40,262.32242,TV
MID-SIZE,38,273.5878,TV
MID-SIZE,42,251.05704,TV
MID-SIZE,41,255.88506,TV
SUV,33,315.43064,TV
SUV,34,304.16526,TV
SUV,22,477.97398,TV
SUV,20,514.9888,TV
SUV,27,381.41358,TV
SUV,25,415.20972,TV
SUV,25,424.86576,TV
SUV,34,307.38394,TV
SUV,34,304.16526,TV
MID-SIZE,59,177.0274,TV
COMPACT,60,173.80872,TV
SUV,51,202.77684,TV
SUV,32,329.9147,TV
SUV,30,347.61744,TV
SUV,30,350.83612,TV
SUV,17,617.98656,TV
VAN,25,418.4284,TV
VAN,23,458.6619,TV
TRUCK,26,403.94434,TV
TRUCK,28,378.1949,TV
TRUCK,22,484.41134,TV
TRUCK,24,440.95916,TV
TRUCK,24,436.13114,TV
TRUCK,21,492.45804,TV
TRUCK,20,518.20748,TV
TRUCK,21,498.8954,TV
TRUCK,20,529.47286,TV
TRUCK,18,572.92504,TV
TRUCK,19,558.44098,TV
TRUCK,17,600.28382,TV
SUV,28,370.1482,TV
SUV,26,407.16302,TV
SUV,28,378.1949,TV
SUV,25,418.4284,TV
COMPACT,39,270.36912,TV
COMPACT,40,262.32242,TV
COMPACT,33,315.43064,TV
COMPACT,32,321.868,TV
COMPACT,31,336.35206,TV
COMPACT,30,347.61744,TV
COMPACT,29,362.1015,TV
COMPACT,29,355.66414,TV
COMPACT,38,321.868,TV
COMPACT,37,334.74272,TV
COMPACT,32,321.868,TV
COMPACT,30,344.39876,TV
COMPACT,30,347.61744,TV
COMPACT,28,373.36688,TV
COMPACT,29,358.88282,TV
COMPACT,29,362.1015,TV
COMPACT,23,455.44322,TV
COMPACT,29,355.66414,TV
SUV,30,350.83612,TV
SUV,30,347.61744,TV
SUV,38,318.64932,TV
SUV,39,315.43064,TV
COMPACT,34,304.16526,TV
COMPACT,34,304.16526,TV
COMPACT,30,347.61744,TV
COMPACT,31,333.13338,TV
COMPACT,38,318.64932,TV
COMPACT,39,315.43064,TV
COMPACT,31,333.13338,TV
COMPACT,31,341.18008,TV
COMPACT,52,199.55816,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,29,358.88282,TV
MID-SIZE,29,362.1015,TV
MID-SIZE,26,399.11632,TV
MID-SIZE,41,289.6812,TV
VAN,23,447.39652,TV
SUV,26,395.89764,TV
SUV,24,429.69378,TV
SUV,26,395.89764,TV
SUV,22,476.36464,TV
SUV,28,445.78718,TV
COMPACT,29,358.88282,TV
COMPACT,28,373.36688,TV
COMPACT,25,424.86576,TV
MID-SIZE,28,378.1949,TV
MID-SIZE,25,424.86576,TV
SUV,25,415.20972,TV
SUV,24,436.13114,TV
SUV,25,424.86576,TV
SUV,24,436.13114,TV
SUV,25,418.4284,TV
SUV,22,473.14596,TV
COMPACT,34,307.38394,TV
COMPACT,30,344.39876,TV
COMPACT,46,225.3076,TV
SUV,25,410.3817,TV
SUV,27,392.67896,TV
MID-SIZE,28,370.1482,TV
MID-SIZE,37,284.85318,TV
COMPACT,34,307.38394,TV
COMPACT,31,341.18008,TV
COMPACT,29,355.66414,TV
TWO-SEATER,34,310.60262,TV
COMPACT,18,577.75306,TV
COMPACT,20,526.25418,TV
TWO-SEATER,19,543.95692,TV
TWO-SEATER,18,572.92504,TV
TWO-SEATER,19,543.95692,TV
TWO-SEATER,18,572.92504,TV
TWO-SEATER,17,609.93986,TV
TWO-SEATER,19,543.95692,TV
TWO-SEATER,18,572.92504,TV
COMPACT,19,547.1756,TV
COMPACT,32,321.868,TV
COMPACT,43,284.85318,TV
COMPACT,33,318.64932,TV
COMPACT,32,329.9147,TV
COMPACT,32,329.9147,TV
COMPACT,29,355.66414,TV
COMPACT,31,336.35206,TV
SUV,28,366.92952,TV
COMPACT,29,355.66414,TV
COMPACT,31,336.35206,TV
COMPACT,29,362.1015,TV
MID-SIZE,27,381.41358,TV
MID-SIZE,26,403.94434,TV
MID-SIZE,35,349.22678,TV
MID-SIZE,26,407.16302,TV
MID-SIZE,35,349.22678,TV
MID-SIZE,27,389.46028,TV
MID-SIZE,26,395.89764,TV
MID-SIZE,34,360.49216,TV
FULL-SIZE,27,389.46028,TV
FULL-SIZE,26,415.20972,TV
FULL-SIZE,19,553.61296,TV
FULL-SIZE,34,360.49216,TV
COMPACT,27,381.41358,TV
COMPACT,27,381.41358,TV
SUV,27,384.63226,TV
SUV,25,421.64708,TV
SUV,31,392.67896,TV
SUV,32,329.9147,TV
SUV,21,492.45804,TV
SUV,26,466.7086,TV
TWO-SEATER,20,526.25418,TV
TWO-SEATER,17,614.76788,TV
TWO-SEATER,19,558.44098,TV
TWO-SEATER,17,606.72118,TV
TWO-SEATER,20,526.25418,TV
TWO-SEATER,17,614.76788,TV
TWO-SEATER,19,558.44098,TV
TWO-SEATER,17,606.72118,TV
COMPACT,22,473.14596,TV
COMPACT,22,477.97398,TV
MID-SIZE,21,503.72342,TV
COMPACT,31,333.13338,TV
COMPACT,26,407.16302,TV
COMPACT,24,432.91246,TV
COMPACT,26,407.16302,TV
COMPACT,24,432.91246,TV
COMPACT,25,421.64708,TV
MID-SIZE,24,432.91246,TV
MID-SIZE,24,432.91246,TV
MID-SIZE,24,452.22454,TV
SUV,23,452.22454,TV
COMPACT,31,336.35206,TV
TWO-SEATER,31,341.18008,TV
COMPACT,28,378.1949,TV
TWO-SEATER,28,378.1949,TV
COMPACT,22,494.06738,TV
COMPACT,18,569.70636,TV
COMPACT,20,542.34758,TV
COMPACT,18,592.23712,TV
TWO-SEATER,20,526.25418,TV
MID-SIZE,20,537.51956,TV
MID-SIZE,17,624.42392,TV
MID-SIZE,16,674.31346,TV
COMPACT,32,329.9147,TV
COMPACT,34,310.60262,TV
COMPACT,31,333.13338,TV
COMPACT,31,336.35206,TV
COMPACT,32,321.868,TV
COMPACT,34,310.60262,TV
COMPACT,31,333.13338,TV
COMPACT,32,321.868,TV
COMPACT,42,291.29054,TV
SUV,42,291.29054,TV
COMPACT,34,310.60262,TV
COMPACT,31,333.13338,TV
COMPACT,31,336.35206,TV
FULL-SIZE,31,336.35206,TV
SUV,31,336.35206,TV
COMPACT,29,355.66414,TV
COMPACT,29,362.1015,TV
COMPACT,28,370.1482,TV
COMPACT,27,381.41358,TV
FULL-SIZE,28,370.1482,TV
COMPACT,32,329.9147,TV
COMPACT,34,310.60262,TV
COMPACT,31,333.13338,TV
COMPACT,32,329.9147,TV
COMPACT,31,333.13338,TV
COMPACT,29,355.66414,TV
COMPACT,31,336.35206,TV
COMPACT,31,336.35206,TV
COMPACT,29,366.92952,TV
COMPACT,29,355.66414,TV
COMPACT,29,362.1015,TV
COMPACT,29,355.66414,TV
COMPACT,27,381.41358,TV
COMPACT,28,370.1482,TV
COMPACT,27,381.41358,TV
COMPACT,28,370.1482,TV
MID-SIZE,32,329.9147,TV
MID-SIZE,31,336.35206,TV
MID-SIZE,36,342.78942,TV
MID-SIZE,27,381.41358,TV
FULL-SIZE,26,407.16302,TV
MID-SIZE,23,455.44322,TV
FULL-SIZE,22,473.14596,TV
COMPACT,27,381.41358,TV
COMPACT,27,381.41358,TV
COMPACT,22,473.14596,TV
COMPACT,23,455.44322,TV
COMPACT,22,473.14596,TV
FULL-SIZE,32,383.02292,TV
FULL-SIZE,27,381.41358,TV
FULL-SIZE,22,473.14596,TV
FULL-SIZE,22,473.14596,TV
FULL-SIZE,18,572.92504,TV
COMPACT,32,321.868,TV
MID-SIZE,30,347.61744,TV
FULL-SIZE,30,344.39876,TV
COMPACT,22,473.14596,TV
FULL-SIZE,22,473.14596,TV
FULL-SIZE,22,473.14596,TV
COMPACT,28,378.1949,TV
COMPACT,26,399.11632,TV
COMPACT,28,378.1949,TV
COMPACT,27,384.63226,TV
COMPACT,28,370.1482,TV
COMPACT,23,447.39652,TV
COMPACT,24,429.69378,TV
COMPACT,23,447.39652,TV
COMPACT,24,436.13114,TV
COMPACT,23,447.39652,TV
COMPACT,24,429.69378,TV
MID-SIZE,19,543.95692,TV
MID-SIZE,21,506.9421,TV
COMPACT,19,543.95692,TV
COMPACT,21,506.9421,TV
COMPACT,19,543.95692,TV
COMPACT,21,506.9421,TV
COMPACT,19,543.95692,TV
COMPACT,21,506.9421,TV
SUV,31,336.35206,TV
SUV,25,415.20972,TV
SUV,36,342.78942,TV
SUV,29,366.92952,TV
SUV,26,403.94434,TV
SUV,28,378.1949,TV
SUV,26,403.94434,TV
SUV,19,540.73824,TV
SUV,32,378.1949,TV
SUV,25,410.3817,TV
SUV,20,510.16078,TV
SUV,19,540.73824,TV
SUV,25,410.3817,TV
SUV,20,510.16078,TV
TWO-SEATER,31,336.35206,TV
TWO-SEATER,31,333.13338,TV
TWO-SEATER,23,447.39652,TV
TWO-SEATER,26,407.16302,TV
TWO-SEATER,23,447.39652,TV
SUV,23,455.44322,TV
SUV,22,466.7086,TV
SUV,33,315.43064,TV
SUV,31,341.18008,TV
MID-SIZE,25,421.64708,TV
MID-SIZE,18,407.16302,TV
MID-SIZE,24,432.91246,TV
MID-SIZE,18,408.77236,TV
MID-SIZE,34,304.16526,TV
MID-SIZE,29,362.1015,TV
MID-SIZE,29,362.1015,TV
MID-SIZE,26,395.89764,TV
MID-SIZE,34,304.16526,TV
COMPACT,29,362.1015,TV
COMPACT,29,362.1015,TV
COMPACT,30,347.61744,TV
COMPACT,29,358.88282,TV
COMPACT,27,381.41358,TV
COMPACT,30,344.39876,TV
COMPACT,26,399.11632,TV
COMPACT,28,378.1949,TV
COMPACT,26,407.16302,TV
MID-SIZE,29,366.92952,TV
MID-SIZE,26,395.89764,TV
MID-SIZE,27,392.67896,TV
MID-SIZE,26,407.16302,TV
MID-SIZE,22,469.92728,TV
SUV,20,518.20748,TV
SUV,20,510.16078,TV
SUV,19,537.51956,TV
SUV,20,529.47286,TV
SUV,23,455.44322,TV
SUV,22,473.14596,TV
FULL-SIZE,25,418.4284,TV
FULL-SIZE,24,429.69378,TV
FULL-SIZE,22,466.7086,TV
COMPACT,25,418.4284,TV
COMPACT,25,426.4751,TV
COMPACT,22,473.14596,TV
COMPACT,22,469.92728,TV
COMPACT,27,389.46028,TV
COMPACT,18,574.5343799999999,TV
COMPACT,17,621.20524,TV
COMPACT,19,543.95692,TV
SPECIAL PURPOSE VEHICLE,30,347.61744,TV
TRUCK,27,389.46028,TV
TRUCK,26,399.11632,TV
TRUCK,25,418.4284,TV
TRUCK,25,418.4284,TV
TRUCK,24,436.13114,TV
TWO-SEATER,24,432.91246,TV
TWO-SEATER,25,415.20972,TV
TWO-SEATER,20,529.47286,TV
TWO-SEATER,21,495.67672,TV
MID-SIZE,36,288.07186,TV
MID-SIZE,36,288.07186,TV
MID-SIZE,32,325.08668,TV
MID-SIZE,35,299.33724,TV
MID-SIZE,40,308.99328,TV
MID-SIZE,37,284.85318,TV
MID-SIZE,40,262.32242,TV
SUV,31,336.35206,TV
SUV,31,336.35206,TV
SUV,21,344.39876,TV
SUV,23,447.39652,TV
SUV,28,370.1482,TV
SUV,28,370.1482,TV
SUV,20,365.32018,TV
SUV,22,466.7086,TV
VAN,16,666.26676,TV
VAN,15,695.23488,TV
VAN,15,695.23488,TV
VAN,11,666.26676,TV
VAN,16,669.48544,TV
VAN,15,703.28158,TV
VAN,15,703.28158,TV
VAN,11,672.70412,TV
FULL-SIZE,31,341.18008,TV
FULL-SIZE,27,392.67896,TV
FULL-SIZE,19,373.36688,TV
MID-SIZE,29,362.1015,TV
MID-SIZE,35,296.11856,TV
TRUCK,24,440.95916,TV
TRUCK,17,440.95916,TV
TRUCK,22,469.92728,TV
TRUCK,16,442.5685,TV
TRUCK,20,518.20748,TV
TRUCK,23,463.48992,TV
TRUCK,16,463.48992,TV
TRUCK,22,481.19266,TV
TRUCK,16,450.6152,TV
TRUCK,20,526.25418,TV
COMPACT,35,296.11856,TV
COMPACT,38,278.41582,TV
COMPACT,34,307.38394,TV
COMPACT,35,296.11856,TV
COMPACT,34,307.38394,TV
COMPACT,35,296.11856,TV
MID-SIZE,35,296.11856,TV
MID-SIZE,38,278.41582,TV
MID-SIZE,34,307.38394,TV
MID-SIZE,35,296.11856,TV
MID-SIZE,34,307.38394,TV
MID-SIZE,35,296.11856,TV
COMPACT,40,259.10374,TV
COMPACT,42,251.05704,TV
SUV,22,469.92728,TV
SUV,16,442.5685,TV
SUV,21,492.45804,TV
SUV,15,492.45804,TV
SUV,22,469.92728,TV
SUV,16,442.5685,TV
SUV,22,481.19266,TV
SUV,16,453.83388,TV
SUV,23,455.44322,TV
SUV,22,466.7086,TV
SUV,34,304.16526,TV
SUV,35,299.33724,TV
SUV,32,321.868,TV
MID-SIZE,33,315.43064,TV
MID-SIZE,33,315.43064,TV
MID-SIZE,25,291.29054,TV
MID-SIZE,28,378.1949,TV
MID-SIZE,28,378.1949,TV
MID-SIZE,21,350.83612,TV
MID-SIZE,26,395.89764,TV
MID-SIZE,26,395.89764,TV
MID-SIZE,20,363.71084,TV
FULL-SIZE,27,381.41358,TV
FULL-SIZE,27,381.41358,TV
FULL-SIZE,20,357.27348,TV
FULL-SIZE,23,455.44322,TV
FULL-SIZE,26,403.94434,TV
FULL-SIZE,26,403.94434,TV
FULL-SIZE,19,381.41358,TV
VAN,24,444.17784,TV
VAN,17,432.91246,TV
MID-SIZE,27,381.41358,TV
MID-SIZE,22,484.41134,TV
MID-SIZE,20,514.9888,TV
MID-SIZE,23,455.44322,TV
MID-SIZE,22,477.97398,TV
MID-SIZE,20,514.9888,TV
MID-SIZE,22,477.97398,TV
MID-SIZE,19,543.95692,TV
MID-SIZE,19,558.44098,TV
FULL-SIZE,25,424.86576,TV
FULL-SIZE,25,424.86576,TV
FULL-SIZE,18,408.77236,TV
FULL-SIZE,27,381.41358,TV
FULL-SIZE,27,381.41358,TV
FULL-SIZE,20,357.27348,TV
FULL-SIZE,22,477.97398,TV
FULL-SIZE,23,455.44322,TV
FULL-SIZE,26,403.94434,TV
FULL-SIZE,26,403.94434,TV
FULL-SIZE,19,381.41358,TV
FULL-SIZE,21,495.67672,TV
FULL-SIZE,22,477.97398,TV
FULL-SIZE,19,543.95692,TV
MID-SIZE,35,299.33724,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,25,296.11856,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,32,325.08668,TV
MID-SIZE,31,341.18008,TV
MID-SIZE,32,325.08668,TV
MID-SIZE,39,270.36912,TV
MID-SIZE,39,270.36912,TV
SUV,23,447.39652,TV
SUV,18,402.335,TV
SUV,19,543.95692,TV
VAN,24,436.13114,TV
VAN,17,421.64708,TV
SUV,25,410.3817,TV
SUV,23,447.39652,TV
SUV,17,416.81906,TV
SUV,23,458.6619,TV
TWO-SEATER,18,584.19042,TV
COMPACT,36,292.89988,TV
COMPACT,39,267.15044,TV
COMPACT,36,292.89988,TV
COMPACT,42,251.05704,TV
COMPACT,33,318.64932,TV
COMPACT,36,288.07186,TV
COMPACT,33,318.64932,TV
COMPACT,36,288.07186,TV
COMPACT,33,318.64932,TV
COMPACT,36,288.07186,TV
SUV,30,347.61744,TV
SUV,32,321.868,TV
SUV,34,307.38394,TV
FULL-SIZE,47,222.08892,TV
SUV,29,362.1015,TV
SUV,29,362.1015,TV
SUV,25,418.4284,TV
SUV,27,381.41358,TV
SUV,24,436.13114,TV
SUV,24,440.95916,TV
SUV,31,333.13338,TV
SUV,29,355.66414,TV
SUV,30,350.83612,TV
SUV,30,347.61744,TV
SUV,28,373.36688,TV
SUV,20,526.25418,TV
SUV,20,532.69154,TV
SUV,27,384.63226,TV
SUV,24,440.95916,TV
SUV,18,415.20972,TV
SUV,22,481.19266,TV
SUV,23,463.48992,TV
SUV,17,434.5218,TV
TRUCK,26,399.11632,TV
TRUCK,24,444.17784,TV
TRUCK,25,424.86576,TV
TRUCK,18,403.94434,TV
TRUCK,21,492.45804,TV
TRUCK,16,460.27124,TV
TRUCK,24,444.17784,TV
TRUCK,23,463.48992,TV
TRUCK,23,458.6619,TV
TRUCK,17,432.91246,TV
TRUCK,20,514.9888,TV
TRUCK,15,481.19266,TV
COMPACT,37,281.6345,TV
COMPACT,37,281.6345,TV
COMPACT,43,244.61968,TV
COMPACT,38,273.5878,TV
COMPACT,35,296.11856,TV
SUV,24,429.69378,TV
SUV,23,447.39652,TV
SUV,22,473.14596,TV
COMPACT,40,262.32242,TV
COMPACT,32,329.9147,TV
COMPACT,37,284.85318,TV
COMPACT,27,267.15044,TV
COMPACT,36,288.07186,TV
COMPACT,27,273.5878,TV
COMPACT,35,299.33724,TV
COMPACT,26,280.02515999999997,TV
MID-SIZE,34,310.60262,TV
MID-SIZE,35,296.11856,TV
MID-SIZE,32,329.9147,TV
MID-SIZE,32,329.9147,TV
MID-SIZE,30,344.39876,TV
MID-SIZE,51,202.77684,TV
COMPACT,30,347.61744,TV
COMPACT,31,341.18008,TV
COMPACT,26,395.89764,TV
COMPACT,25,415.20972,TV
COMPACT,23,458.6619,TV
COMPACT,23,463.48992,TV
COMPACT,29,366.92952,TV
COMPACT,22,481.19266,TV
VAN,19,543.95692,TV
VAN,19,547.1756,TV
VAN,14,506.9421,TV
FULL-SIZE,31,336.35206,TV
FULL-SIZE,24,440.95916,TV
FULL-SIZE,27,384.63226,TV
FULL-SIZE,19,378.1949,TV
FULL-SIZE,25,418.4284,TV
FULL-SIZE,18,411.99104,TV
SPECIAL PURPOSE VEHICLE,30,347.61744,TV
SPECIAL PURPOSE VEHICLE,29,366.92952,TV
SPECIAL PURPOSE VEHICLE,28,378.1949,TV
SPECIAL PURPOSE VEHICLE,27,384.63226,TV
SUV,23,455.44322,TV
SUV,22,466.7086,TV
TRUCK,27,389.46028,TV
TRUCK,26,399.11632,TV
TRUCK,25,418.4284,TV
TRUCK,25,418.4284,TV
TRUCK,24,436.13114,TV
VAN,16,666.26676,TV
VAN,15,695.23488,TV
VAN,15,695.23488,TV
VAN,11,666.26676,TV
VAN,16,669.48544,TV
VAN,15,703.28158,TV
VAN,15,703.28158,TV
VAN,11,672.70412,TV
TRUCK,24,440.95916,TV
TRUCK,17,440.95916,TV
TRUCK,22,469.92728,TV
TRUCK,16,442.5685,TV
TRUCK,20,518.20748,TV
TRUCK,23,463.48992,TV
TRUCK,16,463.48992,TV
TRUCK,22,481.19266,TV
TRUCK,16,450.6152,TV
TRUCK,20,526.25418,TV
SUV,31,336.35206,TV
SUV,31,336.35206,TV
SUV,21,344.39876,TV
SUV,23,447.39652,TV
SUV,28,370.1482,TV
SUV,22,466.7086,TV
SUV,22,469.92728,TV
SUV,16,442.5685,TV
SUV,22,481.19266,TV
SUV,16,453.83388,TV
SUV,20,518.20748,TV
SUV,20,510.16078,TV
SUV,22,469.92728,TV
SUV,16,442.5685,TV
SUV,21,492.45804,TV
SUV,15,492.45804,TV
SUV,19,537.51956,TV
SUV,20,529.47286,TV
MID-SIZE,36,288.07186,TV
MID-SIZE,35,296.11856,TV
MID-SIZE,32,321.868,TV
MID-SIZE,31,336.35206,TV
MID-SIZE,30,352.44546,TV
MID-SIZE,26,403.94434,TV
MID-SIZE,56,185.0741,TV
COMPACT,40,262.32242,TV
COMPACT,39,267.15044,TV
COMPACT,37,284.85318,TV
COMPACT,30,347.61744,TV
COMPACT,54,193.1208,TV
SUV,36,288.07186,TV
SUV,34,307.38394,TV
TWO-SEATER,45,233.3543,TV
TWO-SEATER,41,255.88506,TV
SUV,44,236.57298,TV
SUV,42,251.05704,TV
SUV,39,270.36912,TV
VAN,27,392.67896,TV
SUV,25,424.86576,TV
SUV,24,444.17784,TV
COMPACT,37,284.85318,TV
COMPACT,37,281.6345,TV
MID-SIZE,38,276.80648,TV
MID-SIZE,37,284.85318,TV
MID-SIZE,34,307.38394,TV
MID-SIZE,33,315.43064,TV
MID-SIZE,34,307.38394,TV
MID-SIZE,34,307.38394,TV
MID-SIZE,33,318.64932,TV
MID-SIZE,33,315.43064,TV
FULL-SIZE,21,492.45804,TV
FULL-SIZE,23,447.39652,TV
FULL-SIZE,20,526.25418,TV
COMPACT,23,455.44322,TV
COMPACT,23,458.6619,TV
SUV,25,418.4284,TV
SUV,25,424.86576,TV
SUV,27,381.41358,TV
SUV,25,424.86576,TV
SUV,25,410.3817,TV
SUV,23,461.88058,TV
FULL-SIZE,31,336.35206,TV
FULL-SIZE,34,310.60262,TV
FULL-SIZE,34,310.60262,TV
MID-SIZE,45,233.3543,TV
MID-SIZE,45,233.3543,TV
SUV,30,344.39876,TV
SUV,28,373.36688,TV
SUV,28,370.1482,TV
SUV,27,384.63226,TV
SUV,27,392.67896,TV
COMPACT,37,284.85318,TV
COMPACT,35,296.11856,TV
COMPACT,32,325.08668,TV
COMPACT,33,315.43064,TV
MID-SIZE,27,381.41358,TV
MID-SIZE,26,399.11632,TV
COMPACT,38,276.80648,TV
COMPACT,34,304.16526,TV
COMPACT,26,395.89764,TV
COMPACT,24,429.69378,TV
COMPACT,25,424.86576,TV
COMPACT,24,432.91246,TV
COMPACT,23,455.44322,TV
MID-SIZE,26,407.16302,TV
MID-SIZE,23,458.6619,TV
MID-SIZE,24,429.69378,TV
MID-SIZE,22,477.97398,TV
MID-SIZE,38,276.80648,TV
SUV,24,440.95916,TV
SUV,28,373.36688,TV
SUV,26,395.89764,TV
SUV,32,321.868,TV
SUV,22,473.14596,TV
SUV,19,543.95692,TV
TWO-SEATER,27,381.41358,TV
TWO-SEATER,27,381.41358,TV
TWO-SEATER,27,392.67896,TV
TWO-SEATER,27,392.67896,TV
TWO-SEATER,22,473.14596,TV
TWO-SEATER,22,473.14596,TV
MID-SIZE,27,389.46028,TV
MID-SIZE,24,429.69378,TV
MID-SIZE,21,489.23936,TV
MID-SIZE,16,466.7086,TV
MID-SIZE,21,489.23936,TV
FULL-SIZE,23,458.6619,TV
FULL-SIZE,21,492.45804,TV
FULL-SIZE,16,450.6152,TV
FULL-SIZE,23,463.48992,TV
FULL-SIZE,21,492.45804,TV
FULL-SIZE,16,450.6152,TV
FULL-SIZE,21,492.45804,TV
FULL-SIZE,21,492.45804,TV
COMPACT,21,503.72342,TV
COMPACT,21,495.67672,TV
COMPACT,21,503.72342,TV
COMPACT,21,495.67672,TV
SUV,30,350.83612,TV
SUV,30,350.83612,TV
SUV,22,331.52404,TV
SUV,29,366.92952,TV
SUV,28,370.1482,TV
SUV,28,370.1482,TV
SUV,21,352.44546,TV
SUV,28,378.1949,TV
SUV,28,373.36688,TV
SUV,26,403.94434,TV
SUV,26,403.94434,TV
SUV,26,399.11632,TV
SUV,29,366.92952,TV
SUV,31,341.18008,TV
SUV,28,370.1482,TV
SUV,30,344.39876,TV
SUV,28,378.1949,TV
SUV,29,358.88282,TV
SUV,25,410.3817,TV
SUV,29,429.69378,TV
SUV,23,447.39652,TV
SUV,18,402.335,TV
SUV,19,543.95692,TV
SUV,18,584.19042,TV
SUV,29,366.92952,TV
SUV,31,341.18008,TV
SUV,28,370.1482,TV
SUV,30,344.39876,TV
SUV,28,378.1949,TV
SUV,29,358.88282,TV
SUV,25,410.3817,TV
SUV,32,325.08668,TV
